toro_index	toro_header	s1_rt_phylogeny	mestre_terminal	mestre_accession	clade_EVALUATION_ONLY	fident	extract_coverage	exact_substring	mapped	toro_stated_start	toro_stated_end	extract_len	extract_sha256	mestre_protein_sha256
714	gi|24636606|dbj|BAC22947.1_extraction_extraction	Abi	terminal_427	fig|1232460.3.peg.46	2	0.281	0.3705	False	False	28	273	251	e4d1015a381ed32a7f619b8afd1f66e64cea652b426913c3c2d290f7878213ff	49b1091cb7de378ce85c4585b9a499d5edd54da2f9de61bb43cbc02b5cd562cb
714	gi|24636606|dbj|BAC22947.1_extraction_extraction	Abi	terminal_1619	fig|1946690.3.peg.1553	10	0.228	0.502	False	False	158	423	251	e4d1015a381ed32a7f619b8afd1f66e64cea652b426913c3c2d290f7878213ff	5e54b8e5bbf379a1b547406488919c1421a13bb30ca0c08c1c136b2d8161081a
714	gi|24636606|dbj|BAC22947.1_extraction_extraction	Abi	terminal_1042	fig|749537.3.peg.218	8	0.228	0.4422	False	False	9	256	251	e4d1015a381ed32a7f619b8afd1f66e64cea652b426913c3c2d290f7878213ff	f5ba675a58c440a0a173b1f9493192ce658b0cd23c431660e21a72f0d1da5c75
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_812	fig|1423774.3.peg.1262	5	0.278	0.504	False	False	1	239	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	e705e1dc4ac4374041689273f36fd8470f03a1aabb700372db4ece7ccadb71a0
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_386	fig|190304.8.peg.741	2	0.335	0.52	False	False	32	273	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	5af2bfed9ddbddeb4b542ff34133f9b90624acfe6b47283a96c60801ef63d6b4
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_414	fig|1505.32.peg.2959	2	0.291	0.512	False	False	29	274	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	b4e1e5eefd803e6fe6f36af69fea3623064ccdf7c83150ad064b27b8294593b4
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_366	fig|178356.3.peg.502	2	0.286	0.504	False	False	29	270	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	a88e04b359af917400fec8cacc40fae53c36c877039dc86bd5746a7da3c2f796
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_361	WP_083634830.1	1	0.295	0.504	False	False	180	422	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	564549fe97649f1960a970f1125605a223c3e4c98b20571dacd3757d01cfb165
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_370	fig|280093.5.peg.432	2	0.285	0.504	False	False	46	287	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	07a357ba88b56bc39bf8cb3d1da110563ac176a3ca07e21bbae89b4cce5c49b7
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_454	fig|1235792.3.peg.3837	2	0.258	0.52	False	False	9	251	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	97b8cca34f301b07f2aa4c3d2a59f41161e845c96dd2035311dd6e3b73a80018
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_1168	fig|1451.25.peg.614	8	0.321	0.44	False	False	13	253	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	23d41f97a7bc18c49bae9a81e0f65e8f3c667ff61f9bb2e6322148886c1389d4
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_384	fig|1500282.3.peg.3713	2	0.279	0.504	False	False	29	270	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	fc45bac490e89543fd70760da32f09960f32ddff774dcb2e009b19d26a64026e
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_363	fig|604089.3.peg.1142	2	0.271	0.504	False	False	29	270	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	74d90d24562a10f65f939f4df6856d0e9c0f8be2113b7e4902652caee2700547
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_367	fig|1946545.3.peg.3457	2	0.312	0.504	False	False	29	270	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	cecb39474ae6ca6d2d342aca001fa39771e354c6dbb8773f2673c7188c9a011d
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_371	fig|728056.4.peg.1154	2	0.255	0.824	False	False	43	272	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	f1989500b8485f1ea1e2e204d95456b8f6c2204a78fc1a219eac67f8ce67e3c0
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_870	fig|292.61.peg.8104	8	0.31	0.4	False	False	7	253	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	b6bf82662d53a48ea5d325e29252f0d31ca751df4239fc9623360a71fbcd3b02
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_405	fig|1773.7915.peg.7638	2	0.301	0.412	False	False	29	272	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	82ceed570f61435e680d409822e3dc0407d0c89a445486f733f95e6b25207604
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_1160	fig|615.247.peg.2151	8	0.28	0.676	False	False	73	307	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	b6bc1e59b46dd497ea96480e1b8d6217555d9f5fe6e79476e7cf0b75c9b97a48
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_427	fig|1232460.3.peg.46	2	0.28	0.388	False	False	29	273	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	49b1091cb7de378ce85c4585b9a499d5edd54da2f9de61bb43cbc02b5cd562cb
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_395	fig|853.163.peg.215	2	0.275	0.504	False	False	41	270	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	f0f82a21d230e528f543c1cb52bea6fd1ed2dda3576e9ff93c02f1225ae3f6cc
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_365	fig|1423323.5.peg.321	2	0.255	0.504	False	False	29	270	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	96bbea9b26da3720734515cff8cf42b006a300f25cb248debef12e068517891b
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_1271	fig|584.91.peg.3337	8	0.297	0.512	False	False	1	249	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	bdad8dc3885c252e09d7c96be3bc0afe424ed6fd8de3be825b8a178194e836fa
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_1721	fig|251229.3.peg.427	10	0.298	0.328	False	False	24	278	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	abc279cc5c1ffea8e95c73b97dae1b04f4678b2b0966cb377c1973dfb3980f4f
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_935	fig|1736558.3.peg.5006	8	0.27	0.396	False	False	9	255	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	adedf5b4cde43b0ecb19d462dc614a97f6ed4f54561518f19d8330c161ec599e
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_402	fig|1761878.3.peg.469	2	0.261	0.928	False	False	43	271	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	3be0e66bd87edbcaded1b077ed70123ad42ee4e98f96cd79407f56b7e7073bd5
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_785	fig|1380380.4.peg.1574	4	0.277	0.392	False	False	40	283	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	873ab6458d21ee4d4d12defefef81684ef054a2f9fa84f2644ff5cbc27e1ddb6
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_473	fig|1649188.10.peg.406	2	0.253	0.52	False	False	9	251	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	462b9dd4ca26e3c0a521e6894c31c537f69b9f733e0c921997cb50c1a1091a3a
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_442	WP_003507561.1	2	0.239	0.52	False	False	9	251	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	0dfdedc7da6f78808b208b9db253587811459f1037a53c9b8d25a7279f7a2aef
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_904	fig|463035.3.peg.3900	8	0.291	0.396	False	False	7	253	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	9c88af2e18262fd18f808c018edd207014a2eabe78554b83facceb8a244b2d29
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_83	fig|548.121.peg.2368	1	0.271	0.384	False	False	1	241	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	a2c0bfefbdf398527512854610335c6bb0a4af2bc4a469c28568d62624b8c4f0
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_155	fig|316.285.peg.730	1	0.27	0.504	False	False	1	243	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	f3ac6242117fbd3020aabe6683f93b7a9f48cf8c3bb255a6300dfecccf2b5096
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_892	fig|1970380.3.peg.1914	8	0.257	0.388	False	False	7	253	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	741417927c8edb872a9a424747044612ae79f16231a5748ce47cf57150852100
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_130	fig|584.105.peg.1823	1	0.275	0.536	False	False	1	243	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	13442127eb322ac8e3cf20417fb5d9b11e82b158a8ffb7e509d01e3b1785f08c
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_391	fig|1917876.3.peg.2997	2	0.255	0.504	False	False	29	270	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	d87ed9d7b3ff911165aabcd3b2e326bd80b3f8510dfb6c0314c23792de555861
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_1746	fig|2005458.3.peg.378	10	0.235	0.392	False	False	125	373	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	ebd252f71195390bc5c88924b981df49f71a996ac952afa05fab8da3db4a5e9a
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_1041	fig|573.10028.peg.542	8	0.311	0.396	False	False	21	267	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	1927949d274ce499359a547a4afbbed87f6bb3a0f33f2b8ac971e45304fb9fb8
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_19	fig|49186.3.peg.4362	1	0.23	0.38	False	False	1	242	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	a1b5bec5661a9e72489f132e414edd3c4f7d385c1c438855b83ecf5a617f5895
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_388	fig|1428.658.peg.666	2	0.289	0.496	False	False	38	272	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	9a94310c13211feb2f2e201b170cea1d22be516157731cbcf86bdb4142453d3c
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_393	fig|1907659.3.peg.1085	2	0.253	0.492	False	False	106	347	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	49442ac73f3e53ff6be50fbd57bb11bf7c8976d71c2aed27d5e3e1820a2bcd38
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_202	fig|155892.10.peg.3219	1	0.25	0.392	False	False	1	239	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	25cc216d6d8769136ed23f2a8c623e44337230d922273ece0cf508899ba89284
715	gi|17227201|ref|NP_478367.1_extraction_extraction	Abi	terminal_1333	fig|104102.12.peg.3797	9	0.285	0.376	False	False	36	301	250	dabc0de389851ba60f81c118b017af0df5f7cf9c8e2478fd1a49631b3ddd8b1f	c96196bd50418ad2b6fcf5c47726aad0d732c880075c124b3be329151661d513
718	gi|50119997|ref|YP_049164.1_extraction_extraction	Abi	terminal_809	fig|872970.3.peg.1713	5	0.264	0.5296	False	False	1	268	321	d3849cf410416579095aa8090bfe74afe07d9efed11037e4b6b0ec5e15f4e310	35c1a68fe7c8366231e97df416e7935a8196871f11cfb8e976b3365346570630
718	gi|50119997|ref|YP_049164.1_extraction_extraction	Abi	terminal_1045	fig|1192730.4.peg.3	8	0.295	0.3676	False	False	1	247	321	d3849cf410416579095aa8090bfe74afe07d9efed11037e4b6b0ec5e15f4e310	6264df930b8c1062d1813ae9568840bf01845a603dfb69d3ee394d23f7d0ff9e
718	gi|50119997|ref|YP_049164.1_extraction_extraction	Abi	terminal_716	WP_077305443.1	3	0.345	0.2617	False	False	1	245	321	d3849cf410416579095aa8090bfe74afe07d9efed11037e4b6b0ec5e15f4e310	524f60e5b95046ba8ff0c943e06411f1eb308f936391e1868e957b64d586e9a3
719	gi|151560524|gb|ABS14022.1_extraction_extraction	Abi	terminal_351	fig|2024839.8.peg.1563	1	0.377	0.1726	False	False	109	413	307	76194a37a6b776b1c1860acdda3f7a09889fa9f8b438204a07500c91ef8bf9b4	b8552d640d4d7f0a9412e927a29e92cd65dcdab3dfb9fbedbff5e9bad7a82b0f
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_1530	WP_072702499.1	9	0.27	0.5636	False	False	22	250	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	f4df9e5041d0b5242cb72fdebd85867eef31bbe543dc5e0a0fe73971104eb1fe
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_1536	fig|1490.6.peg.2635	9	0.259	0.5551	False	False	19	247	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	a1ce597a55810851cbdf51870ac885e7b273ad5908d624bf54ea7acd907bf6e9
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_243	WP_094422719.1	1	0.244	0.7246	False	False	10	230	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	84f2520cc7b4bb6426654ef0020390a366adee945eb8146003398400fb57e079
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_351	fig|2024839.8.peg.1563	1	0.264	0.5678	False	False	181	411	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	b8552d640d4d7f0a9412e927a29e92cd65dcdab3dfb9fbedbff5e9bad7a82b0f
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_1517	fig|1428.517.peg.2380	9	0.259	0.5551	False	False	19	247	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	7d729c9dbb1ab3b2a068354abe0e0389fe87b815c09d93c09e5b9d425de57ef8
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_353	fig|670.908.peg.3444	1	0.268	0.5466	False	False	182	410	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	19a4acfc2385494cb8c18bd090dd6f9fcb0a8a9d4a271fc64a76c13161788a6c
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_355	fig|1913989.101.peg.1616	1	0.26	0.589	False	False	195	425	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	4173c70838f602e0767d86b5d1caa2a42e42d07b4ef29399b106d1bd53c34fcd
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_140	fig|232.5.peg.1080	1	0.24	0.6441	False	False	8	236	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	ba1fb23a7fe9f41de1582d4a0d6f50c31306e727423afddc379d49988352d528
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_1535	SCI88558.1	9	0.241	0.6144	False	False	11	239	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	fd7698b57046d90e621172a19af00812e440d7050f8a1ff118fcf7200f53f18a
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_148	fig|573.4060.peg.3574	1	0.264	0.7415	False	False	7	238	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	262006c208621937c766ab8b5ba70ea3f0f8c5a952d835d7e4aa078facc3dcf1
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_771	fig|1465.16.peg.946	3	0.26	0.5551	False	False	14	249	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	b7048f97f68850d70ede45396b5ba0bfabe46e03d454de8f27c3e0984b4e913b
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_1519	fig|1428.590.peg.5685	9	0.265	0.5424	False	False	19	247	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	b3d225ec1c5154f76393dc68eb20078733dfda329b3505ee19aedad471e8596a
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_1518	fig|1428.574.peg.3351	9	0.234	0.5424	False	False	19	247	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	537f6ffd3b90206aed0997581da7bf9c94832a6c15c1a3e54567886ba12e62ab
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_1523	fig|1395513.3.peg.363	9	0.25	0.5847	False	False	18	246	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	f44bd4ac8fc887e7094c36ec185be7f3d036f5c5d0f445f2d9423f2e9914cc77
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_613	fig|1339287.3.peg.1113	3	0.228	0.6144	False	False	26	252	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	9ef213886d81316295baa1c1245921d5be384729d9edce851bc1023e5bd0c00d
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_1	fig|670897.3.peg.2382	1	0.21	0.7712	False	False	1	241	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	6ac39c9e401d36bda0a38e0e08aab1f7fb7c8126aae585a08bcccb25e91fcb84
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_2	WP_000111473.1	1	0.21	0.7712	False	False	1	241	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	ac3dc835e9e248aa59070f1f702a8612d426cd99296ecde9e1668f5058f86110
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_1273	fig|1656094.3.peg.1449	8	0.242	0.5763	False	False	8	253	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	371df1543b5d42bb2710e2dfddb7521c5dc7fc77682ef000f0a9a8e071a96c54
723	Gfid|35291935|locus|VBILegLon159544_1945|_extraction	UNC	terminal_118	fig|758.17.peg.102	1	0.21	0.5975	False	False	1	239	236	3a1fd982ec30ae18e339b699bdc4e4040cf3d0fb93cd5e64188333c2f366b66a	401029a652ad9627ef81d511ea863965da305bddbc8ff49945afbbf07453c6f8
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_359	fig|941449.3.peg.1262	1	0.412	0.3333	False	False	155	433	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	9dcb3d4527c695861eed7aa8d8178db33b4350a3a78fca2b69a277e001d69816
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_1181	fig|333990.5.peg.1279	8	0.269	0.7965	False	False	1	273	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	5ba794a5790ad7317742dbcbf36cc4d5dac37233b4a0146e5e3f54958b2d98bd
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_361	WP_083634830.1	1	0.256	0.5263	False	False	153	436	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	564549fe97649f1960a970f1125605a223c3e4c98b20571dacd3757d01cfb165
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_742	fig|670.1244.peg.3807	3	0.277	0.3439	False	False	1	290	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	c7e6e4fe4ee27d6fbaf7a375147e9a5dfcabaac9dd9138e98cd2151d12814d71
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_353	fig|670.908.peg.3444	1	0.25	0.7158	False	False	136	428	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	19a4acfc2385494cb8c18bd090dd6f9fcb0a8a9d4a271fc64a76c13161788a6c
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_17	fig|29489.5.peg.3423	1	0.261	0.4316	False	False	1	252	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	6ec43f4de5d2fb369bdcc07fcc585ad0332f02492b5dc6fc5f5b1c9d276c14d5
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_1533	WP_072832325.1	9	0.258	0.4807	False	False	1	257	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	6c07d898bc2530a8e3681009f4c5cc0f8e1204f209f62483c0b9c0689c61866d
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_1516	fig|2014804.3.peg.4306	9	0.286	0.3789	False	False	14	291	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	e08fb8bf7fc7f0a477a6417414a14f6817b95bf069c243e6cd55bf7e0914c141
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_737	fig|1909458.3.peg.2277	3	0.301	0.3719	False	False	1	270	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	76fc6334b511e12d96ab5a9d26ab9e11a354a0bd040a4e6f058712916e909628
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_235	fig|1899355.16.peg.1328	1	0.266	0.5053	False	False	1	252	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	133910477459a06d8e9b063318946080de2cf8ebbc1baab6e5884cd9154abcd0
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_287	WP_097097099.1	1	0.287	0.3509	False	False	1	259	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	51217950e4a3e36c64ecef3951c5f4dba169e4dd4147a3e36bcd9113e9550e98
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_320	WP_080861357.1	1	0.283	0.3965	False	False	1	254	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	e6fb905ee16827a89d298d9fb3122e4ddd1da33517a0ed7d920425be1c329c45
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_740	BAC94535.1	3	0.28	0.3439	False	False	1	281	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	b6ded464f61cc257f206fbf66cae47c56331a1b42050c0a836aebe493d7d9da6
725	gi|149369910|ref|ZP_01889761.1_extraction_extraction	UG5	terminal_532	WP_077749737.1	3	0.241	0.5789	False	False	1	262	285	7a7d93049e37cff6e0b711428645bab465564d930106e0379b9071e1a67297b4	e349ae54903910b28ca748086f5a16bfe219e4de0b526de183c15a7bf92aed0a
726	gi|60682764|ref|YP_212908.1_extraction_extraction	UG5	terminal_359	fig|941449.3.peg.1262	1	0.339	0.341	False	False	127	425	305	91f2e19d831ffc2935ef77dc9e20e957dbe6aaba4482ec5f7438e3c0e9347388	9dcb3d4527c695861eed7aa8d8178db33b4350a3a78fca2b69a277e001d69816
726	gi|60682764|ref|YP_212908.1_extraction_extraction	UG5	terminal_397	fig|1500289.3.peg.4469	2	0.234	0.777	False	False	17	287	305	91f2e19d831ffc2935ef77dc9e20e957dbe6aaba4482ec5f7438e3c0e9347388	741876ff87c5be02017dc6f8416d8ac020821a60d604906bf097617299ac8188
726	gi|60682764|ref|YP_212908.1_extraction_extraction	UG5	terminal_400	fig|529.12.peg.1303	2	0.29	0.4525	False	False	1	286	305	91f2e19d831ffc2935ef77dc9e20e957dbe6aaba4482ec5f7438e3c0e9347388	384a0cf1ec2bc49f6ba38e50ee62ce29064a1cffb7c0781368fe3e923a3aee32
726	gi|60682764|ref|YP_212908.1_extraction_extraction	UG5	terminal_353	fig|670.908.peg.3444	1	0.32	0.4	False	False	140	430	305	91f2e19d831ffc2935ef77dc9e20e957dbe6aaba4482ec5f7438e3c0e9347388	19a4acfc2385494cb8c18bd090dd6f9fcb0a8a9d4a271fc64a76c13161788a6c
726	gi|60682764|ref|YP_212908.1_extraction_extraction	UG5	terminal_377	fig|2024823.3.peg.2086	2	0.237	0.7443	False	False	1	270	305	91f2e19d831ffc2935ef77dc9e20e957dbe6aaba4482ec5f7438e3c0e9347388	6c1e553475514a14abd6513a1c496ee44f86efc9ccc2437b30dcdbaec6f0681f
726	gi|60682764|ref|YP_212908.1_extraction_extraction	UG5	terminal_1524	fig|1262834.3.peg.1229	9	0.3	0.4197	False	False	1	249	305	91f2e19d831ffc2935ef77dc9e20e957dbe6aaba4482ec5f7438e3c0e9347388	fa863debb3e03ccee9660ca5defc2f0ad32904fa7eb57e7654f69ff21a634dea
726	gi|60682764|ref|YP_212908.1_extraction_extraction	UG5	terminal_1307	fig|871652.3.peg.1451	9	0.329	0.2656	False	False	19	329	305	91f2e19d831ffc2935ef77dc9e20e957dbe6aaba4482ec5f7438e3c0e9347388	20245a301df3c1a2e37f7c8abeee83a3c8b0e52a16e116a843e2dcafbe0f1607
726	gi|60682764|ref|YP_212908.1_extraction_extraction	UG5	terminal_1270	fig|670.413.peg.1227	8	0.226	0.482	False	False	1	254	305	91f2e19d831ffc2935ef77dc9e20e957dbe6aaba4482ec5f7438e3c0e9347388	3d2f7bb20d7f15fda73fb51a1424ea37400b031ab83e1f10a4bd3d4771f1943e
