terminal	set	protein_len	tte_status	tte_template	tte_template_identity	tte_start	tte_end	mcc2_status	mcc2_start	mcc2_end	mcc2_core_start	mcc2_core_end	toro_stated_start	toro_stated_end
terminal_697	CLEAN	300	TTE_EXTRACTED	T661	0.417	47	255	EXTRACTABLE	45	249	70.0	245.0		
terminal_698	CLEAN	330	TTE_EXTRACTED	T660	0.41	40	242	EXTRACTABLE	34	233	58.0	233.0		
terminal_699	CLEAN	323	TTE_EXTRACTED	T660	0.352	31	235	C_TRUNCATED						
terminal_700	CLEAN	305	TTE_EXTRACTED	T661	0.378	31	240	EXTRACTABLE	39	237	54.0	230.0		
terminal_701	CLEAN	287	TTE_EXTRACTED	T661	0.353	28	243	EXTRACTABLE	33	236	53.0	236.0	31	212
terminal_702	CLEAN	334	TTE_EXTRACTED	T660	0.39	44	248	EXTRACTABLE	43	238	62.0	238.0		
terminal_703	CLEAN	275	TTE_EXTRACTED	T661	0.406	1	202	EXTRACTABLE	15	192	17.0	192.0		
terminal_704	CLEAN	297	TTE_EXTRACTED	T664	0.402	28	209	EXTRACTABLE	30	241	50.0	232.0		
terminal_705	CLEAN	311	TTE_EXTRACTED	T665	0.537	74	233	EXTRACTABLE	40	233	56.0	233.0		
terminal_706	CLEAN	310	TTE_EXTRACTED	T665	0.556	74	233	EXTRACTABLE	33	233	56.0	233.0		
terminal_707	CLEAN	344	TTE_EXTRACTED	T665	0.554	76	235	EXTRACTABLE	46	234	58.0	234.0		
terminal_708	CLEAN	321	TTE_EXTRACTED	T665	0.528	73	232	EXTRACTABLE	40	239	55.0	232.0		
terminal_709	CLEAN	317	TTE_EXTRACTED	T665	0.534	74	233	EXTRACTABLE	41	236	56.0	233.0		
terminal_710	CLEAN	315	TTE_EXTRACTED	T663	0.34	32	245	EXTRACTABLE	43	233	58.0	233.0		
terminal_711	CLEAN	311	TTE_EXTRACTED	T665	0.464	74	233	EXTRACTABLE	31	233	56.0	233.0		
terminal_712	CLEAN	294	TTE_EXTRACTED	T665	0.35	65	224	EXTRACTABLE	36	227	47.0	224.0		
terminal_713	CLEAN	303	TTE_EXTRACTED	T665	0.506	75	233	EXTRACTABLE	40	241	57.0	233.0		
terminal_714	CLEAN	307	TTE_EXTRACTED	T660	0.338	37	242	EXTRACTABLE	24	232	55.0	232.0	73	232
terminal_715	CLEAN	307	TTE_EXTRACTED	T665	0.409	74	232	EXTRACTABLE	36	229	56.0	229.0		
terminal_716	CLEAN	309	TTE_EXTRACTED	T665	0.444	75	233	EXTRACTABLE	39	230	57.0	230.0		
terminal_717	CLEAN	328	TTE_EXTRACTED	T660	0.362	34	238	EXTRACTABLE	17	235	52.0	228.0		
terminal_718	CLEAN	309	TTE_EXTRACTED	T661	0.346	26	235	EXTRACTABLE	27	228	49.0	225.0		
terminal_719	CLEAN	308	TTE_EXTRACTED	T661	0.309	11	244	EXTRACTABLE	24	234	32.0	234.0	1	244
terminal_720	CLEAN	324	TTE_EXTRACTED	T663	0.737	16	259	EXTRACTABLE	41	249	47.0	249.0		
terminal_721	CLEAN	343	TTE_EXTRACTED	T661	0.314	39	244	C_TRUNCATED						
terminal_722	CLEAN	338	TTE_EXTRACTED	T660	0.346	32	242	EXTRACTABLE	34	239	50.0	232.0		
terminal_723	CLEAN	322	TTE_EXTRACTED	T664	0.382	115	294	EXTRACTABLE	111	314	137.0	314.0		
terminal_724	CLEAN	315	TTE_EXTRACTED	T664	0.362	25	204	EXTRACTABLE	17	234	47.0	227.0		
terminal_725	CLEAN	314	TTE_EXTRACTED	T661	0.336	20	237	EXTRACTABLE	37	234	43.0	224.0		
terminal_726	CLEAN	332	TTE_EXTRACTED	T664	0.364	44	221	EXTRACTABLE	38	254	62.0	244.0		
terminal_727	CLEAN	338	TTE_EXTRACTED	T667	0.366	13	241	EXTRACTABLE	16	239	48.0	231.0		
terminal_728	CLEAN	269	TTE_EXTRACTED	T667	0.355	13	241	EXTRACTABLE	39	234	48.0	231.0		
terminal_729	CLEAN	326	TTE_EXTRACTED	T582	0.364	11	234	EXTRACTABLE	33	231	45.0	224.0		
terminal_730	CLEAN	296	TTE_EXTRACTED	T582	0.38	12	238	EXTRACTABLE	28	237	49.0	228.0		
terminal_731	RNAP_SUBSTITUTE	364	TTE_NO_TEMPLATE					NO_HIT						
terminal_732	CLEAN	286	TTE_EXTRACTED	T634	0.258	5	219	EXTRACTABLE	23	212	31.0	209.0		
terminal_733	CLEAN	383	TTE_EXTRACTED	T655	0.413	24	267	N_TRUNCATED					33	267
terminal_734	CLEAN	393	TTE_EXTRACTED	T654	0.543	33	275	EXTRACTABLE	33	273	40.0	266.0		
terminal_735	CLEAN	390	TTE_EXTRACTED	T654	0.54	33	274	N_TRUNCATED						
terminal_736	CLEAN	390	TTE_EXTRACTED	T654	0.524	33	274	EXTRACTABLE	30	273	45.0	265.0		
terminal_737	CLEAN	391	TTE_EXTRACTED	T654	0.489	33	273	C_TRUNCATED						
terminal_738	CLEAN	391	TTE_EXTRACTED	T654	0.485	33	273	EXTRACTABLE	27	263	40.0	263.0		
terminal_739	CLEAN	372	TTE_EXTRACTED	T655	0.818	25	255	EXTRACTABLE	27	253	39.0	246.0		
terminal_740	CLEAN	381	TTE_EXTRACTED	T654	0.409	46	264	N_TRUNCATED					34	264
terminal_741	CLEAN	371	TTE_EXTRACTED	T655	0.727	25	255	EXTRACTABLE	18	254	39.0	246.0		
terminal_742	CLEAN	389	TTE_EXTRACTED	T655	0.74	43	273	N_TRUNCATED						
terminal_743	CLEAN	382	TTE_EXTRACTED	T655	0.505	23	251	N_TRUNCATED						
terminal_744	CLEAN	382	TTE_EXTRACTED	T655	0.478	23	251	N_TRUNCATED						
terminal_745	CLEAN	368	TTE_EXTRACTED	T654	0.391	31	249	EXTRACTABLE	27	247	38.0	240.0		
terminal_746	CLEAN	372	TTE_EXTRACTED	T656	0.4	25	254	N_TRUNCATED						
terminal_747	CLEAN	374	TTE_EXTRACTED	T656	0.472	31	252	EXTRACTABLE	24	251	40.0	243.0		
terminal_748	CLEAN	366	TTE_EXTRACTED	T655	0.379	30	251	N_TRUNCATED					30	251
terminal_749	CLEAN	365	TTE_EXTRACTED	T656	0.459	30	251	N_TRUNCATED						
terminal_750	CLEAN	369	TTE_EXTRACTED	T655	0.43	14	245	N_TRUNCATED						
terminal_751	CLEAN	390	TTE_EXTRACTED	T655	0.474	17	246	EXTRACTABLE	29	237	37.0	237.0		
terminal_752	CLEAN	374	TTE_EXTRACTED	T654	0.408	33	256	N_TRUNCATED						
terminal_753	CLEAN	366	TTE_EXTRACTED	T655	0.409	17	244	EXTRACTABLE	26	236	43.0	236.0		
terminal_754	CLEAN	368	TTE_EXTRACTED	T655	0.445	19	246	N_TRUNCATED						
terminal_755	CLEAN	366	TTE_EXTRACTED	T655	0.427	17	244	N_TRUNCATED						
terminal_756	CLEAN	366	TTE_EXTRACTED	T655	0.451	18	243	N_TRUNCATED						
terminal_757	CLEAN	364	TTE_EXTRACTED	T656	0.458	20	241	N_TRUNCATED						
terminal_758	CLEAN	367	TTE_EXTRACTED	T656	0.454	20	244	EXTRACTABLE	42	233	48.0	233.0		
terminal_759	CLEAN	367	TTE_EXTRACTED	T656	0.418	20	244	N_TRUNCATED						
terminal_760	CLEAN	367	TTE_EXTRACTED	T654	0.403	27	244	N_TRUNCATED						
terminal_761	OTHER_SUBSTITUTE	365	TTE_EXTRACTED	T654	0.401	27	242	N_TRUNCATED						
terminal_762	CLEAN	380	TTE_EXTRACTED	T654	0.38	54	268	N_TRUNCATED						
terminal_763	CLEAN	351	TTE_EXTRACTED	T654	0.383	23	238	EXTRACTABLE	22	236	36.0	230.0		
terminal_764	CLEAN	353	TTE_EXTRACTED	T655	0.422	16	241	N_TRUNCATED						
terminal_765	CLEAN	367	TTE_EXTRACTED	T658	0.444	47	265	C_TRUNCATED						
terminal_766	CLEAN	347	TTE_EXTRACTED	T657	0.486	15	233	EXTRACTABLE	23	229	38.0	225.0		
terminal_767	CLEAN	338	TTE_EXTRACTED	T657	0.472	15	233	EXTRACTABLE	12	223	38.0	223.0		
terminal_768	CLEAN	348	TTE_EXTRACTED	T657	0.855	19	235	EXTRACTABLE	25	225	43.0	225.0		
terminal_769	CLEAN	319	TTE_EXTRACTED	T657	0.463	1	213	EXTRACTABLE	9	203	19.0	203.0		
terminal_770	CLEAN	329	TTE_EXTRACTED	T657	0.443	1	229	C_TRUNCATED						
terminal_771	CLEAN	347	TTE_EXTRACTED	T657	0.477	25	247	EXTRACTABLE	33	237	49.0	237.0		
terminal_772	CLEAN	367	TTE_EXTRACTED	T657	0.426	22	246	EXTRACTABLE	28	238	45.0	238.0	22	246
terminal_773	CLEAN	333	TTE_EXTRACTED	T657	0.409	24	237	EXTRACTABLE	20	235	44.0	228.0		
terminal_774	CLEAN	339	TTE_EXTRACTED	T657	0.408	21	237	EXTRACTABLE	18	235	44.0	228.0		
terminal_775	CLEAN	345	TTE_EXTRACTED	T657	0.406	22	242	EXTRACTABLE	22	240	45.0	234.0		
terminal_776	CLEAN	373	TTE_EXTRACTED	T657	0.351	22	270	C_TRUNCATED						
terminal_777	CLEAN	333	TTE_EXTRACTED	T657	0.426	7	229	EXTRACTABLE	14	227	30.0	220.0		
terminal_778	CLEAN	339	TTE_EXTRACTED	T658	0.385	19	236	C_TRUNCATED						
terminal_779	CLEAN	349	TTE_EXTRACTED	T658	0.367	21	244	EXTRACTABLE	21	236	46.0	236.0		
terminal_780	CLEAN	326	TTE_EXTRACTED	T657	0.401	21	242	EXTRACTABLE	29	232	44.0	232.0		
terminal_781	CLEAN	349	TTE_EXTRACTED	T657	0.39	24	252	EXTRACTABLE	23	251	48.0	240.0		
terminal_782	CLEAN	352	TTE_EXTRACTED	T657	0.389	24	248	EXTRACTABLE	35	239	48.0	239.0		
terminal_783	CLEAN	587	TTE_EXTRACTED	T606	0.339	32	262	EXTRACTABLE	55	254	72.0	252.0		
terminal_784	CLEAN	587	TTE_EXTRACTED	T585	0.326	30	262	EXTRACTABLE	52	254	72.0	252.0		
terminal_785	CLEAN	601	TTE_EXTRACTED	T626	0.328	60	276	EXTRACTABLE	77	268	86.0	266.0		
terminal_786	CLEAN	613	TTE_EXTRACTED	T570	0.358	29	263	EXTRACTABLE	61	253	69.0	253.0		
terminal_787	CLEAN	581	TTE_EXTRACTED	T585	0.34	29	260	EXTRACTABLE	59	249	71.0	249.0		
terminal_788	CLEAN	591	TTE_EXTRACTED	T607	0.366	31	257	EXTRACTABLE	65	256	73.0	256.0		
terminal_789	CLEAN	593	TTE_EXTRACTED	T571	0.323	4	270	EXTRACTABLE	39	262	52.0	260.0		
terminal_790	CLEAN	595	TTE_EXTRACTED	T571	0.306	4	270	EXTRACTABLE	42	266	52.0	260.0		
terminal_791	CLEAN	605	TTE_EXTRACTED	T570	0.354	44	273	N_TRUNCATED						
terminal_792	CLEAN	327	TTE_EXTRACTED	T606	0.328	16	238	N_TRUNCATED						
terminal_793	CLEAN	325	TTE_EXTRACTED	T600	0.333	20	236	EXTRACTABLE	23	228	54.0	228.0		
terminal_794	CLEAN	367	TTE_EXTRACTED	T612	0.319	43	276	EXTRACTABLE	69	265	88.0	265.0		
terminal_795	CLEAN	308	TTE_EXTRACTED	T612	0.376	12	238	C_TRUNCATED						
terminal_796	CLEAN	308	TTE_EXTRACTED	T573	0.337	1	257	C_TRUNCATED						
terminal_797	OTHER_SUBSTITUTE	353	TTE_EXTRACTED	T584	0.482	41	266	EXTRACTABLE	66	264	81.0	256.0		
terminal_798	CLEAN	361	TTE_EXTRACTED	T611	0.398	48	274	EXTRACTABLE	77	271	90.0	264.0		
terminal_799	CLEAN	353	TTE_EXTRACTED	T611	0.376	17	245	EXTRACTABLE	44	238	61.0	235.0		
terminal_800	CLEAN	366	TTE_EXTRACTED	T611	0.364	28	256	EXTRACTABLE	45	254	72.0	246.0		
terminal_801	CLEAN	365	TTE_EXTRACTED	T611	0.378	28	252	EXTRACTABLE	54	244	68.0	242.0		
terminal_802	CLEAN	365	TTE_EXTRACTED	T611	0.379	24	252	EXTRACTABLE	38	247	68.0	242.0		
terminal_803	CLEAN	336	TTE_EXTRACTED	T611	0.328	18	243	EXTRACTABLE	39	238	48.0	233.0		
terminal_804	CLEAN	334	TTE_EXTRACTED	T611	0.318	16	242	EXTRACTABLE	47	232	58.0	232.0		
terminal_805	CLEAN	344	TTE_EXTRACTED	T611	0.371	34	258	EXTRACTABLE	36	255	76.0	248.0		
terminal_806	CLEAN	341	TTE_EXTRACTED	T611	0.352	22	249	EXTRACTABLE	47	247	64.0	239.0		
terminal_807	CLEAN	327	TTE_EXTRACTED	T585	0.32	5	236	EXTRACTABLE	21	228	51.0	226.0		
terminal_808	CLEAN	340	TTE_EXTRACTED	T600	0.415	48	262	EXTRACTABLE	62	256	73.0	256.0		
terminal_809	CLEAN	340	TTE_EXTRACTED	T600	0.438	44	264	EXTRACTABLE	62	259	73.0	256.0		
terminal_810	CLEAN	340	TTE_EXTRACTED	T582	0.383	46	266	EXTRACTABLE	61	261	73.0	256.0		
terminal_811	CLEAN	339	TTE_EXTRACTED	T583	0.365	48	265	EXTRACTABLE	58	260	72.0	255.0		
terminal_812	CLEAN	309	TTE_EXTRACTED	T582	0.401	10	234	EXTRACTABLE	12	227	41.0	225.0		
terminal_813	CLEAN	351	TTE_EXTRACTED	T582	0.436	49	261	EXTRACTABLE	54	251	77.0	251.0		
terminal_814	CLEAN	334	TTE_EXTRACTED	T573	0.374	1	277	EXTRACTABLE	64	258	75.0	250.0		
terminal_815	CLEAN	330	TTE_EXTRACTED	T600	0.432	45	255	EXTRACTABLE	49	247	72.0	247.0		
terminal_816	CLEAN	330	TTE_EXTRACTED	T582	0.455	40	258	EXTRACTABLE	48	248	73.0	248.0		
terminal_817	CLEAN	331	TTE_EXTRACTED	T582	0.467	40	258	EXTRACTABLE	55	246	73.0	246.0		
terminal_818	CLEAN	329	TTE_EXTRACTED	T582	0.456	37	255	EXTRACTABLE	44	249	70.0	245.0		
terminal_819	CLEAN	280	TTE_EXTRACTED	T631	0.366	18	227	EXTRACTABLE	27	223	41.0	217.0		
terminal_820	CLEAN	370	TTE_EXTRACTED	T631	0.355	63	273	EXTRACTABLE	72	270	86.0	263.0		
terminal_821	CLEAN	324	TTE_EXTRACTED	T631	0.381	63	272	EXTRACTABLE	73	264	86.0	262.0		
terminal_822	CLEAN	322	TTE_EXTRACTED	T631	0.411	63	272	EXTRACTABLE	70	269	86.0	262.0		
terminal_823	CLEAN	328	TTE_EXTRACTED	T631	0.394	63	272	C_TRUNCATED						
terminal_824	CLEAN	333	TTE_EXTRACTED	T631	0.386	63	272	EXTRACTABLE	73	269	86.0	262.0		
terminal_825	CLEAN	325	TTE_EXTRACTED	T631	0.373	63	272	C_TRUNCATED						
terminal_826	CLEAN	325	TTE_EXTRACTED	T631	0.382	63	275	EXTRACTABLE	73	272	86.0	265.0		
terminal_827	CLEAN	323	TTE_EXTRACTED	T631	0.414	63	275	EXTRACTABLE	72	264	88.0	264.0		
terminal_828	CLEAN	326	TTE_EXTRACTED	T631	0.396	63	273	EXTRACTABLE	73	270	86.0	263.0		
terminal_829	CLEAN	329	TTE_EXTRACTED	T631	0.397	63	273	EXTRACTABLE	72	270	86.0	263.0		
terminal_830	CLEAN	375	TTE_EXTRACTED	T631	0.397	101	311	EXTRACTABLE	110	308	124.0	301.0		
terminal_831	CLEAN	322	TTE_EXTRACTED	T631	0.391	58	269	EXTRACTABLE	61	266	81.0	257.0		
terminal_832	CLEAN	320	TTE_EXTRACTED	T631	0.355	58	269	EXTRACTABLE	65	262	81.0	257.0		
terminal_833	CLEAN	324	TTE_EXTRACTED	T631	0.374	58	269	EXTRACTABLE	67	266	81.0	257.0		
terminal_834	CLEAN	319	TTE_EXTRACTED	T631	0.389	58	269	C_TRUNCATED						
terminal_835	CLEAN	324	TTE_EXTRACTED	T631	0.416	58	267	EXTRACTABLE	67	259	81.0	257.0		
terminal_836	CLEAN	318	TTE_EXTRACTED	T631	0.384	58	267	EXTRACTABLE	66	264	81.0	257.0		
terminal_837	CLEAN	372	TTE_EXTRACTED	T631	0.393	106	315	EXTRACTABLE	116	312	129.0	305.0		
terminal_838	CLEAN	320	TTE_EXTRACTED	T631	0.449	60	270	EXTRACTABLE	69	267	83.0	260.0		
terminal_839	CLEAN	321	TTE_EXTRACTED	T631	0.456	60	270	EXTRACTABLE	70	267	83.0	260.0		
terminal_840	CLEAN	362	TTE_EXTRACTED	T631	0.444	102	312	EXTRACTABLE	113	309	125.0	302.0		
terminal_841	CLEAN	359	TTE_EXTRACTED	T631	0.403	92	302	EXTRACTABLE	101	299	115.0	292.0		
terminal_842	CLEAN	327	TTE_EXTRACTED	T631	0.594	59	275	EXTRACTABLE	67	274	84.0	265.0		
terminal_843	CLEAN	332	TTE_EXTRACTED	T583	0.356	59	275	EXTRACTABLE	68	274	84.0	265.0	59	275
terminal_844	CLEAN	327	TTE_EXTRACTED	T631	0.585	59	275	EXTRACTABLE	67	273	84.0	265.0		
terminal_845	CLEAN	288	TTE_EXTRACTED	T573	0.409	1	250	EXTRACTABLE	36	230	47.0	223.0		
terminal_846	CLEAN	354	TTE_EXTRACTED	T585	0.358	5	233	EXTRACTABLE	34	230	47.0	223.0		
terminal_847	CLEAN	287	TTE_EXTRACTED	T573	0.396	1	249	EXTRACTABLE	30	229	46.0	222.0		
terminal_848	CLEAN	288	TTE_EXTRACTED	T585	0.377	5	233	EXTRACTABLE	31	231	47.0	223.0		
terminal_849	CLEAN	282	TTE_EXTRACTED	T582	0.389	8	227	EXTRACTABLE	23	226	41.0	217.0		
terminal_850	CLEAN	285	TTE_EXTRACTED	T600	0.396	13	225	EXTRACTABLE	21	224	41.0	217.0		
terminal_851	CLEAN	284	TTE_EXTRACTED	T585	0.352	3	229	EXTRACTABLE	30	227	45.0	219.0		
terminal_852	CLEAN	312	TTE_EXTRACTED	T582	0.394	19	238	EXTRACTABLE	36	228	52.0	228.0		
terminal_853	CLEAN	305	TTE_EXTRACTED	T568	0.445	1	218	EXTRACTABLE	21	211	33.0	208.0		
terminal_854	CLEAN	312	TTE_EXTRACTED	T588	0.434	1	227	EXTRACTABLE	29	219	42.0	217.0		
terminal_855	CLEAN	321	TTE_EXTRACTED	T572	0.376	10	234	NONSTANDARD						
terminal_856	CLEAN	317	TTE_EXTRACTED	T570	0.457	1	230	EXTRACTABLE	28	228	37.0	220.0		
terminal_857	CLEAN	576	TTE_EXTRACTED	T604	0.438	88	403	EXTRACTABLE	32	258	49.0	249.0		
terminal_858	CLEAN	578	TTE_EXTRACTED	T604	0.438	88	399	EXTRACTABLE	32	258	49.0	249.0		
terminal_859	CLEAN	587	TTE_EXTRACTED	T604	0.419	88	404	EXTRACTABLE	29	258	49.0	249.0		
terminal_860	CLEAN	604	TTE_EXTRACTED	T604	0.444	88	405	EXTRACTABLE	27	257	49.0	249.0		
terminal_861	CLEAN	586	TTE_EXTRACTED	T604	0.41	88	404	EXTRACTABLE	29	258	49.0	249.0		
terminal_862	CLEAN	583	TTE_EXTRACTED	T604	0.444	88	403	EXTRACTABLE	32	257	49.0	249.0		
terminal_863	CLEAN	586	TTE_EXTRACTED	T604	0.44	88	404	EXTRACTABLE	28	258	49.0	249.0		
terminal_864	CLEAN	580	TTE_EXTRACTED	T604	0.448	88	401	EXTRACTABLE	32	257	49.0	248.0		
terminal_865	OTHER_SUBSTITUTE	582	TTE_EXTRACTED	T604	0.439	90	400	EXTRACTABLE	28	259	51.0	250.0		
terminal_866	CLEAN	555	TTE_EXTRACTED	T604	0.452	72	384	EXTRACTABLE	17	243	33.0	234.0		
terminal_867	CLEAN	595	TTE_EXTRACTED	T604	0.446	89	401	EXTRACTABLE	36	254	51.0	251.0		
terminal_868	CLEAN	574	TTE_EXTRACTED	T604	0.431	93	402	EXTRACTABLE	21	261	49.0	253.0		
terminal_869	CLEAN	579	TTE_EXTRACTED	T604	0.44	90	410	EXTRACTABLE	29	260	51.0	252.0		
terminal_870	CLEAN	576	TTE_EXTRACTED	T604	0.427	90	410	EXTRACTABLE	34	260	51.0	252.0		
terminal_871	CLEAN	591	TTE_EXTRACTED	T604	0.465	90	409	EXTRACTABLE	33	260	51.0	251.0		
terminal_872	OTHER_SUBSTITUTE	338	TTE_NO_TEMPLATE					N_TRUNCATED						
terminal_873	CLEAN	580	TTE_EXTRACTED	T604	0.438	90	413	EXTRACTABLE	36	259	51.0	252.0		
terminal_874	CLEAN	579	TTE_EXTRACTED	T604	0.423	90	410	EXTRACTABLE	36	260	51.0	251.0		
terminal_875	CLEAN	585	TTE_EXTRACTED	T604	0.415	93	415	EXTRACTABLE	36	263	54.0	254.0		
terminal_876	CLEAN	557	TTE_EXTRACTED	T604	0.457	87	393	EXTRACTABLE	32	256	49.0	247.0		
terminal_877	CLEAN	713	TTE_EXTRACTED	T604	0.408	90	396	EXTRACTABLE	38	260	51.0	252.0		
terminal_878	CLEAN	568	TTE_EXTRACTED	T604	0.425	88	395	EXTRACTABLE	34	256	49.0	248.0		
terminal_879	CLEAN	583	TTE_EXTRACTED	T604	0.452	95	408	EXTRACTABLE	36	264	51.0	255.0		
terminal_880	CLEAN	721	TTE_EXTRACTED	T604	0.461	234	547	EXTRACTABLE	172	403	190.0	394.0		
terminal_881	CLEAN	608	TTE_EXTRACTED	T604	0.45	123	436	EXTRACTABLE	64	292	79.0	283.0		
terminal_882	CLEAN	598	TTE_EXTRACTED	T604	0.447	109	423	EXTRACTABLE	47	278	65.0	269.0		
terminal_883	CLEAN	580	TTE_EXTRACTED	T604	0.452	95	407	EXTRACTABLE	28	264	51.0	255.0		
terminal_884	OTHER_SUBSTITUTE	583	TTE_EXTRACTED	T604	0.467	96	408	EXTRACTABLE	35	265	52.0	256.0		
terminal_885	CLEAN	585	TTE_EXTRACTED	T604	0.472	95	407	EXTRACTABLE	33	264	51.0	255.0		
terminal_886	CLEAN	586	TTE_EXTRACTED	T604	0.451	102	415	EXTRACTABLE	36	271	58.0	262.0		
terminal_887	CLEAN	592	TTE_EXTRACTED	T604	0.452	102	415	EXTRACTABLE	36	271	58.0	262.0		
terminal_888	CLEAN	587	TTE_EXTRACTED	T604	0.475	104	417	EXTRACTABLE	37	274	60.0	265.0		
terminal_889	CLEAN	584	TTE_EXTRACTED	T604	0.458	97	411	EXTRACTABLE	28	268	50.0	259.0		
terminal_890	CLEAN	559	TTE_EXTRACTED	T604	0.44	73	387	EXTRACTABLE	8	244	26.0	235.0		
terminal_891	OTHER_SUBSTITUTE	417	TTE_EXTRACTED	T575	0.271	28	274	EXTRACTABLE	32	291	77.0	271.0		
terminal_892	CLEAN	586	TTE_EXTRACTED	T604	0.459	90	406	EXTRACTABLE	37	260	51.0	252.0		
terminal_893	CLEAN	605	TTE_EXTRACTED	T604	0.457	96	408	EXTRACTABLE	36	267	51.0	258.0		
terminal_894	OTHER_SUBSTITUTE	578	TTE_EXTRACTED	T604	0.469	90	406	EXTRACTABLE	33	261	51.0	252.0		
terminal_895	CLEAN	590	TTE_EXTRACTED	T604	0.472	101	414	EXTRACTABLE	36	271	51.0	263.0		
terminal_896	CLEAN	579	TTE_EXTRACTED	T604	0.445	90	409	EXTRACTABLE	36	261	51.0	252.0		
terminal_897	CLEAN	585	TTE_EXTRACTED	T604	0.466	90	400	EXTRACTABLE	34	264	51.0	255.0		
terminal_898	CLEAN	620	TTE_EXTRACTED	T604	0.444	136	451	EXTRACTABLE	79	307	94.0	298.0		
terminal_899	CLEAN	588	TTE_EXTRACTED	T604	0.448	90	411	EXTRACTABLE	33	261	51.0	252.0		
terminal_900	CLEAN	576	TTE_EXTRACTED	T604	0.439	97	403	EXTRACTABLE	42	264	60.0	256.0		
terminal_901	CLEAN	616	TTE_EXTRACTED	T604	0.465	120	446	EXTRACTABLE	46	282	65.0	279.0		
terminal_902	CLEAN	585	TTE_EXTRACTED	T604	0.458	90	402	EXTRACTABLE	32	259	51.0	251.0		
terminal_903	CLEAN	576	TTE_EXTRACTED	T604	0.464	99	406	EXTRACTABLE	38	268	60.0	260.0		
terminal_904	CLEAN	577	TTE_EXTRACTED	T604	0.447	90	401	EXTRACTABLE	29	260	51.0	251.0		
terminal_905	CLEAN	573	TTE_EXTRACTED	T604	0.434	90	397	EXTRACTABLE	29	257	51.0	250.0		
terminal_906	CLEAN	587	TTE_EXTRACTED	T604	0.445	90	414	EXTRACTABLE	36	261	51.0	252.0		
terminal_907	CLEAN	601	TTE_EXTRACTED	T604	0.424	94	418	EXTRACTABLE	32	265	55.0	256.0		
terminal_908	CLEAN	579	TTE_EXTRACTED	T604	0.43	73	394	EXTRACTABLE	19	244	34.0	235.0		
terminal_909	CLEAN	562	TTE_EXTRACTED	T604	0.44	71	383	EXTRACTABLE	17	242	32.0	233.0		
terminal_910	CLEAN	595	TTE_EXTRACTED	T604	0.446	90	406	EXTRACTABLE	29	259	51.0	251.0		
terminal_911	CLEAN	591	TTE_EXTRACTED	T604	0.436	92	408	EXTRACTABLE	38	260	53.0	253.0		
terminal_912	CLEAN	646	TTE_EXTRACTED	T604	0.45	107	472	EXTRACTABLE	36	280	51.0	271.0		
terminal_913	CLEAN	654	TTE_EXTRACTED	T604	0.439	107	477	EXTRACTABLE	37	280	51.0	271.0		
terminal_914	CLEAN	599	TTE_EXTRACTED	T604	0.489	119	419	EXTRACTABLE	49	288	79.0	281.0		
terminal_915	CLEAN	571	TTE_EXTRACTED	T604	0.459	91	394	EXTRACTABLE	23	260	51.0	253.0		
terminal_916	CLEAN	581	TTE_EXTRACTED	T604	0.464	91	391	EXTRACTABLE	15	260	51.0	253.0		
terminal_917	CLEAN	546	TTE_EXTRACTED	T604	0.464	65	362	EXTRACTABLE	10	234	25.0	227.0		
terminal_918	CLEAN	567	TTE_EXTRACTED	T604	0.444	91	391	EXTRACTABLE	36	260	51.0	253.0		
terminal_919	CLEAN	577	TTE_EXTRACTED	T604	0.458	94	396	EXTRACTABLE	40	259	55.0	256.0		
terminal_920	CLEAN	573	TTE_EXTRACTED	T604	0.458	94	394	EXTRACTABLE	40	261	55.0	254.0		
terminal_921	CLEAN	591	TTE_EXTRACTED	T604	0.409	100	410	EXTRACTABLE	38	260	59.0	260.0		
terminal_922	CLEAN	591	TTE_EXTRACTED	T604	0.422	99	406	EXTRACTABLE	40	258	58.0	258.0		
terminal_923	CLEAN	587	TTE_EXTRACTED	T604	0.44	92	397	EXTRACTABLE	38	262	51.0	254.0		
terminal_924	CLEAN	584	TTE_EXTRACTED	T604	0.435	92	396	EXTRACTABLE	36	260	51.0	254.0		
terminal_925	CLEAN	567	TTE_EXTRACTED	T604	0.43	90	397	EXTRACTABLE	35	259	51.0	250.0		
terminal_926	CLEAN	593	TTE_EXTRACTED	T604	0.434	121	427	EXTRACTABLE	64	291	82.0	282.0		
terminal_927	CLEAN	569	TTE_EXTRACTED	T604	0.418	90	398	EXTRACTABLE	38	260	51.0	251.0		
terminal_928	CLEAN	645	TTE_EXTRACTED	T604	0.458	170	478	EXTRACTABLE	117	339	131.0	330.0		
terminal_929	CLEAN	563	TTE_EXTRACTED	T604	0.432	88	396	EXTRACTABLE	35	256	49.0	248.0		
terminal_930	CLEAN	587	TTE_EXTRACTED	T604	0.441	92	403	EXTRACTABLE	29	265	51.0	256.0		
terminal_931	CLEAN	587	TTE_EXTRACTED	T604	0.438	92	403	EXTRACTABLE	32	265	51.0	256.0		
terminal_932	CLEAN	627	TTE_EXTRACTED	T604	0.429	134	448	EXTRACTABLE	79	294	94.0	294.0		
terminal_933	OTHER_SUBSTITUTE	580	TTE_EXTRACTED	T604	0.402	95	404	EXTRACTABLE	36	258	55.0	258.0		
