extractor	design	rep	query	shuffled	true_clade_EVALUATION	best_label	best_label_lwr	best_edge_label	best_edge_lwr	pendant	edpl	n_placements	label_lwr	aligned_frac	status	correct
v3	blocked	9	SHUF_n1157	True	8	1	1.0	1	1.0	8.4963399601	0.0	1	"{""1"": 1.0}"	0.8050847457627118	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n1065	True	8	1	1.0	1	1.0	5.9859636525	0.0	1	"{""1"": 1.0}"	0.7661016949152543	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n529	True	3	3	0.8799	3	0.8799	19.2046765816	1.5612	3	"{""3"": 0.8799, ""1"": 0.0607, ""9"": 0.0594}"	0.6412556053811659	AMBIGUOUS	True
v3	blocked	9	SHUF_n743	True	3	1	1.0	1	1.0	5.5784562657	0.0	1	"{""1"": 1.0}"	0.851528384279476	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n1541	True	9	1	0.9987	1	0.9987	5.8082788402	0.0	1	"{""1"": 0.9987}"	0.7142857142857143	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	n351	False	1	1	1.0	1	1.0	0.90136743	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n350	False	1	1	1.0	1	1.0	0.9920656928	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n352	False	1	1	1.0	1	1.0	0.8294074101	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	SHUF_n367	True	2	1	0.7808	1	0.7808	7.7291584283	0.951778	2	"{""1"": 0.7808, ""Orphan"": 0.2191}"	0.8628318584070797	AMBIGUOUS	False
v3	blocked	9	n557	False	3	3	1.0	3	1.0	0.5914457435	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	SHUF_n684	True	3	1	0.9971	1	0.9971	5.6949591367	0.0	1	"{""1"": 0.9971}"	0.7761904761904762	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n349	True	1	1	0.7037	1	0.7037	11.2420566524	2.88553	2	"{""1"": 0.7037, ""3"": 0.2963}"	0.7860082304526749	AMBIGUOUS	True
v3	blocked	9	n613	False	3	3	1.0	3	0.6024	0.866107071	0.14133	2	"{""3"": 1.0}"	1.0	AMBIGUOUS	True
v3	blocked	9	n647	False	3	3	1.0	3	1.0	0.4538090259	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n656	False	3	3	1.0	3	1.0	1.0313202597	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	SHUF_n1722	True	10	3	1.0	3	1.0	12.0531206232	0.0	1	"{""3"": 1.0}"	0.7918367346938775	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n208	True	1	3	1.0	3	1.0	6.8256999833	0.0	1	"{""3"": 1.0}"	0.8201754385964912	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n673	True	3	1	0.9804	1	0.9804	11.9443211275	0.211545	2	"{""1"": 0.9804, ""3"": 0.0196}"	0.7129186602870813	AMBIGUOUS	False
v3	blocked	9	n888	False	8	8	1.0	8	1.0	0.4864517773	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	SHUF_n1153	True	8	8	0.9999	8	0.9999	6.5352441207	0.0	1	"{""8"": 0.9999}"	0.759493670886076	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	9	SHUF_n1428	True	9	8	0.99	8	0.99	6.6297284502	0.0	1	"{""8"": 0.99}"	0.7952380952380952	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	n1229	False	8	8	1.0	8	1.0	1.1440254996	0.0	1	"{""8"": 1.0}"	1.0	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	9	n1210	False	8	8	1.0	8	1.0	0.2370270706	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1277	False	8	8	1.0	8	1.0	0.6998081401	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1293	False	9	9	1.0	9	1.0	0.5563939073	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1416	False	9	9	1.0	9	1.0	0.6360782137	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1417	False	9	9	1.0	9	1.0	1.1280637719	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	SHUF_n1894	True	11	9	1.0	9	1.0	8.9366074818	0.0	1	"{""9"": 1.0}"	0.6987951807228916	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	n1541	False	9	9	1.0	9	0.9718	0.7723494351	0.00690483	2	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n94	False	1	1	1.0	1	1.0	0.4578814705	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n220	False	1	1	1.0	1	1.0	0.2070372253	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	SHUF_n515	True	3	8	0.9981	8	0.9981	9.1380069134	0.0	1	"{""8"": 0.9981}"	0.6447368421052632	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n646	True	3	1	1.0	1	1.0	14.9597799381	0.0	1	"{""1"": 1.0}"	0.696078431372549	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n862	True	8	1	1.0	1	1.0	8.3274006574	0.0	1	"{""1"": 1.0}"	0.6708860759493671	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	n349	False	1	1	1.0	1	1.0	0.5594215433	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n532	False	3	3	1.0	3	1.0	0.5782837346	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n529	False	3	3	1.0	3	1.0	1.0524075248	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	SHUF_n1902	True	11	3	1.0	3	1.0	21.7330581976	0.0	1	"{""3"": 1.0}"	0.736	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n120	True	1	3	1.0	3	1.0	14.4333146812	0.0	1	"{""3"": 1.0}"	0.75	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	n676	False	3	3	1.0	3	1.0	0.1893975744	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n709	False	3	3	1.0	3	1.0	0.4601138676	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	SHUF_n624	True	3	8	1.0	8	1.0	6.8180253092	0.0	1	"{""8"": 1.0}"	0.8302752293577982	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	n1101	False	8	8	1.0	8	1.0	0.2382318434	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1157	False	8	8	1.0	8	0.9748	0.3710754856	0.0110328	2	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1442	False	9	9	1.0	9	1.0	0.5825701502	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1699	False	10	10	1.0	10	1.0	0.2518394637	0.0	1	"{""10"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1925	False	11	11	1.0	11	1.0	0.6177827808	0.0	1	"{""11"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n184	False	1	1	1.0	1	1.0	1.2763227784	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n208	False	1	1	1.0	1	1.0	0.8310343541	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	SHUF_n83	True	1	1	1.0	1	1.0	6.074594949	0.0	1	"{""1"": 1.0}"	0.6741071428571429	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	9	SHUF_n1419	True	9	1	1.0	1	1.0	3.5779839791	0.0	1	"{""1"": 1.0}"	0.7254098360655737	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n613	True	3	1	1.0	1	1.0	7.2011696411	0.0	1	"{""1"": 1.0}"	0.867579908675799	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n1034	True	8	1	1.0	1	1.0	6.5222014013	0.0	1	"{""1"": 1.0}"	0.7372881355932204	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	SHUF_n1320	True	9	2	0.9399	2	0.9399	4.4351087952	0.588454	2	"{""2"": 0.9399, ""8"": 0.0601}"	0.728744939271255	AMBIGUOUS	False
v3	blocked	9	n397	False	2	2	1.0	2	1.0	0.9378563619	0.0	1	"{""2"": 1.0}"	0.9868995633187773	CONFIDENTLY_PLACED	True
v3	blocked	9	n621	False	3	3	1.0	3	1.0	0.1743977675	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n651	False	3	3	1.0	3	1.0	0.3741727952	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n679	False	3	3	1.0	3	1.0	0.3944758421	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	SHUF_n1277	True	8	3	1.0	3	1.0	11.3630764358	0.0	1	"{""3"": 1.0}"	0.7533039647577092	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	9	n738	False	3	3	1.0	3	1.0	0.2281672572	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n902	False	8	8	1.0	8	1.0	0.5599624724	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1105	False	8	8	1.0	8	1.0	0.2585088428	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1168	False	8	8	1.0	8	1.0	0.2032761848	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1421	False	9	9	1.0	9	1.0	0.2521681808	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1487	False	9	9	1.0	9	1.0	0.4692023229	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1428	False	9	9	1.0	9	1.0	0.8192525584	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1501	False	9	9	1.0	9	1.0	0.6852829743	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1570	False	9	9	1.0	9	1.0	0.1053605157	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	9	n1722	False	10	10	1.0	10	1.0	0.1995192639	0.0	1	"{""10"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	SHUF_n1372	True	9	3	0.9998	3	0.9998	0.1053605157	0.0	1	"{""3"": 0.9998}"	0.8744939271255061	CONFIDENTLY_PLACED	False
v3	blocked	10	n1864	False	11	11	1.0	11	0.582	0.7081615294	0.050708	2	"{""11"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n1896	False	11	11	0.9999	11	0.9999	0.2914885431	0.0	1	"{""11"": 0.9999}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n1920	False	11	11	1.0	11	1.0	0.1937442798	0.0	1	"{""11"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n46	False	1	1	0.9974	1	0.5674	0.7322202222	0.278532	2	"{""1"": 0.9974}"	1.0	AMBIGUOUS	True
v3	blocked	10	n16	False	1	1	1.0	1	0.9448	1.1180813127	0.121829	2	"{""1"": 1.0}"	1.0	AMBIGUOUS	True
v3	blocked	10	n26	False	1	1	0.991	1	0.991	0.9732731134	0.0	1	"{""1"": 0.991}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n140	False	1	1	0.9994	1	0.8613	0.8123669786	0.146296	2	"{""1"": 0.9994}"	1.0	AMBIGUOUS	True
v3	blocked	10	n217	False	1	1	0.9977	1	0.5812	0.2919634809	0.0302513	3	"{""1"": 0.9977}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n238	False	1	1	0.991	1	0.8544	0.8557789964	0.0843316	2	"{""1"": 0.991}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n253	False	1	1	0.9927	1	0.819	1.140350598	0.127428	2	"{""1"": 0.9927}"	1.0	AMBIGUOUS	True
v3	blocked	10	SHUF_n1864	True	11	1	0.8808	1	0.5507	31.6653036736	2.66209	4	"{""1"": 0.8808, ""9"": 0.0743, ""4"": 0.0449}"	0.8320610687022901	AMBIGUOUS	False
v3	blocked	10	SHUF_n1866	True	11	1	0.783	1	0.4687	17.9894083247	2.22869	4	"{""1"": 0.783, ""4"": 0.2169}"	0.888030888030888	AMBIGUOUS	False
v3	blocked	10	SHUF_n302	True	1	1	1.0	1	0.7907	11.9380904132	1.36649	2	"{""1"": 1.0}"	0.65	AMBIGUOUS	True
v3	blocked	10	SHUF_n124	True	1	1	1.0	1	1.0	15.9850675992	0.0	1	"{""1"": 1.0}"	0.8348214285714286	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	10	n302	False	1	1	1.0	1	0.7461	0.2520897148	0.0415572	3	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	SHUF_n1875	True	11	3	0.8235	3	0.8235	0.1053605157	1.60396	3	"{""3"": 0.8235, ""4"": 0.1509, ""1"": 0.0257}"	0.7703703703703704	AMBIGUOUS	False
v3	blocked	10	SHUF_n1110	True	8	1	0.515	1	0.2893	13.1454869657	2.98245	7	"{""1"": 0.515, ""8"": 0.3576}"	0.6551724137931034	AMBIGUOUS	False
v3	blocked	10	SHUF_n314	True	1	8	0.8338	8	0.7728	9.9433459097	1.92906	3	"{""8"": 0.8338, ""4"": 0.1604}"	0.6954545454545454	AMBIGUOUS	False
v3	blocked	10	SHUF_n1354	True	9	1	1.0	1	1.0	4.4760999607	0.0	1	"{""1"": 1.0}"	0.7991967871485943	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	SHUF_n1031	True	8	9	0.4858	9	0.4858	12.7693621953	3.57624	6	"{""9"": 0.4858, ""1"": 0.3451, ""2"": 0.1339, ""Orphan"": 0.0311}"	0.8	AMBIGUOUS	False
v3	blocked	10	SHUF_n1622	True	10	4	0.9998	4	0.9998	9.7630296272	0.0	1	"{""4"": 0.9998}"	0.7952755905511811	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	SHUF_n130	True	1	Orphan	0.8781	Orphan	0.8781	9.3329771905	1.01256	3	"{""Orphan"": 0.8781, ""9"": 0.0857, ""1"": 0.0362}"	0.75	AMBIGUOUS	False
v3	blocked	10	SHUF_n1709	True	10	1	0.976	1	0.9658	10.9306839129	0.250255	3	"{""1"": 0.976, ""3"": 0.0173}"	0.7252396166134185	AMBIGUOUS	False
v3	blocked	10	SHUF_n911	True	8	1	1.0	1	0.8038	11.4689573788	0.928063	2	"{""1"": 1.0}"	0.7255520504731862	AMBIGUOUS	False
v3	blocked	10	SHUF_n1490	True	9	1	0.8872	1	0.8872	0.1053605157	0.896116	4	"{""1"": 0.8872, ""4"": 0.0541, ""3"": 0.031, ""8"": 0.0122}"	0.7707317073170732	AMBIGUOUS	False
v3	blocked	10	SHUF_n267	True	1	8	0.8746	8	0.8155	10.2522975546	1.66657	5	"{""8"": 0.8746, ""Orphan"": 0.0837, ""4"": 0.0298, ""1"": 0.0119}"	0.7354260089686099	AMBIGUOUS	False
v3	blocked	10	SHUF_n353	True	1	2	0.8309	2	0.8065	8.6458461972	1.35022	6	"{""2"": 0.8309, ""Orphan"": 0.0713, ""8"": 0.0562, ""4"": 0.0168, ""1"": 0.0149}"	0.691358024691358	AMBIGUOUS	False
v3	blocked	10	n377	False	2	2	0.9985	2	0.8831	0.6333959984	0.0392627	3	"{""2"": 0.9985}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	SHUF_n920	True	8	Orphan	0.5989	Orphan	0.5989	5.5076586951	1.31851	2	"{""Orphan"": 0.5989, ""2"": 0.4011}"	0.6877076411960132	AMBIGUOUS	False
v3	blocked	10	SHUF_n1731	True	10	Orphan	0.9929	Orphan	0.9929	6.4099372903	0.0	1	"{""Orphan"": 0.9929}"	0.7429718875502008	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	SHUF_n1177	True	8	4	0.9064	4	0.6709	8.8454949602	0.815991	5	"{""4"": 0.9064, ""9"": 0.0442, ""Orphan"": 0.0288, ""8"": 0.017}"	0.6741071428571429	AMBIGUOUS	False
v3	blocked	10	n524	False	3	3	1.0	3	0.6452	0.7030214784	0.1314	2	"{""3"": 1.0}"	1.0	AMBIGUOUS	True
v3	blocked	10	n575	False	3	3	1.0	3	1.0	2.4588575279	0.0	1	"{""3"": 1.0}"	1.0	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	10	n617	False	3	3	1.0	3	1.0	0.4073247001	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n645	False	3	3	1.0	3	1.0	0.603346605	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n693	False	3	3	1.0	3	1.0	1.0385912372	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	SHUF_n645	True	3	1	0.8843	1	0.4194	21.0730259385	3.39077	7	"{""1"": 0.8843, ""9"": 0.0562, ""4"": 0.0325, ""2"": 0.027}"	0.7254901960784313	AMBIGUOUS	False
v3	blocked	10	SHUF_n1213	True	8	3	0.9902	3	0.9902	10.3737561095	0.0	1	"{""3"": 0.9902}"	0.7125	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	SHUF_n1812	True	11	3	1.0	3	0.4643	25.4545402993	2.48825	3	"{""3"": 1.0}"	0.7752808988764045	AMBIGUOUS	False
v3	blocked	10	SHUF_n1307	True	9	3	0.9992	3	0.9992	0.1053605157	0.0	1	"{""3"": 0.9992}"	0.6875	CONFIDENTLY_PLACED	False
v3	blocked	10	SHUF_n1721	True	10	1	0.9945	1	0.9945	0.1053605157	0.0	1	"{""1"": 0.9945}"	0.7909836065573771	CONFIDENTLY_PLACED	False
v3	blocked	10	SHUF_n1131	True	8	3	0.9997	3	0.9997	0.1053605157	0.0	1	"{""3"": 0.9997}"	0.8029197080291971	CONFIDENTLY_PLACED	False
v3	blocked	10	SHUF_n401	True	2	4	0.9991	4	0.9991	7.6303647704	0.0	1	"{""4"": 0.9991}"	0.7444933920704846	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	SHUF_n280	True	1	3	1.0	3	1.0	50.0890709755	0.0	1	"{""3"": 1.0}"	0.7544642857142857	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	SHUF_n1394	True	9	4	0.7382	4	0.7382	11.618520689	2.0509	3	"{""4"": 0.7382, ""8"": 0.2282, ""3"": 0.0179}"	0.6008064516129032	AMBIGUOUS	False
v3	blocked	10	SHUF_n492	True	3	3	0.4022	3	0.4022	8.866321555	4.39737	5	"{""3"": 0.4022, ""1"": 0.3106, ""8"": 0.1504, ""4"": 0.1369}"	0.8008849557522124	AMBIGUOUS	True
v3	blocked	10	SHUF_n555	True	3	9	0.9994	9	0.9994	6.1283582647	0.0	1	"{""9"": 0.9994}"	0.6909090909090909	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	SHUF_n569	True	3	3	0.9998	3	0.9998	0.1053605157	0.0	1	"{""3"": 0.9998}"	0.7926267281105991	CONFIDENTLY_PLACED	True
v3	blocked	10	SHUF_n601	True	3	3	1.0	3	0.9485	0.1053605157	0.298224	2	"{""3"": 1.0}"	0.7617021276595745	AMBIGUOUS	True
v3	blocked	10	SHUF_n1057	True	8	4	0.8392	4	0.8392	6.03254521	0.867691	2	"{""4"": 0.8392, ""3"": 0.1586}"	0.7422222222222222	AMBIGUOUS	False
v3	blocked	10	SHUF_n661	True	3	3	0.5727	3	0.5373	11.7370395746	3.57882	7	"{""3"": 0.5727, ""8"": 0.138, ""2"": 0.1152, ""11"": 0.0877, ""Orphan"": 0.0493, ""4"": 0.0371}"	0.7655502392344498	AMBIGUOUS	True
v3	blocked	10	SHUF_n1184	True	8	4	1.0	4	0.8781	4.4244963578	0.189696	2	"{""4"": 1.0}"	0.8571428571428571	AMBIGUOUS	False
v3	blocked	10	SHUF_n1456	True	9	1	0.978	1	0.978	7.7574068647	0.234322	2	"{""1"": 0.978, ""4"": 0.022}"	0.6571428571428571	AMBIGUOUS	False
v3	blocked	10	SHUF_n575	True	3	8	0.7974	8	0.613	12.4041813543	3.19993	5	"{""8"": 0.7974, ""Orphan"": 0.103, ""4"": 0.0659, ""1"": 0.0192}"	0.6883720930232559	AMBIGUOUS	False
v3	blocked	10	SHUF_n1819	True	11	3	0.9999	3	0.9999	0.1053605157	0.0	1	"{""3"": 0.9999}"	0.8175182481751825	CONFIDENTLY_PLACED	False
v3	blocked	10	SHUF_n597	True	3	8	1.0	8	1.0	11.4939875534	0.0	1	"{""8"": 1.0}"	0.8283261802575107	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	SHUF_n1084	True	8	1	0.994	1	0.994	0.1053605157	0.0	1	"{""1"": 0.994}"	0.6265822784810127	CONFIDENTLY_PLACED	False
v3	blocked	10	n848	False	7	7	0.9962	7	0.9962	0.8263115682	0.0	1	"{""7"": 0.9962}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	SHUF_n143	True	1	1	0.952	1	0.952	9.4541336844	0.430028	3	"{""1"": 0.952, ""8"": 0.0393}"	0.7767857142857143	AMBIGUOUS	True
v3	blocked	10	SHUF_n1463	True	9	9	0.8274	9	0.8274	9.5221570453	1.56324	3	"{""9"": 0.8274, ""1"": 0.1538, ""8"": 0.0121}"	0.7333333333333333	AMBIGUOUS	True
v3	blocked	10	n967	False	8	8	1.0	8	1.0	0.2698929142	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n1001	False	8	8	0.993	8	0.993	0.1826941529	0.0	1	"{""8"": 0.993}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n1031	False	8	8	0.9918	8	0.5739	0.2798802373	0.0368906	4	"{""8"": 0.9918}"	0.991304347826087	CONFIDENTLY_PLACED	True
v3	blocked	10	n1057	False	8	8	0.9824	8	0.9824	0.1861588788	0.0	1	"{""8"": 0.9824}"	1.0	AMBIGUOUS	True
v3	blocked	10	SHUF_n1274	True	8	4	0.7517	4	0.7517	9.9198636625	2.03116	2	"{""4"": 0.7517, ""8"": 0.2393}"	0.7433628318584071	AMBIGUOUS	False
v3	blocked	10	SHUF_n1317	True	9	8	1.0	8	1.0	6.4307715053	0.0	1	"{""8"": 1.0}"	0.7008196721311475	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	SHUF_n960	True	8	Orphan	0.8869	Orphan	0.8869	7.1124283411	1.06706	2	"{""Orphan"": 0.8869, ""8"": 0.1035}"	0.779874213836478	AMBIGUOUS	False
v3	blocked	10	n1117	False	8	8	1.0	8	1.0	0.7477574119	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n1177	False	8	8	1.0	8	1.0	0.5077928995	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n1213	False	8	8	1.0	8	1.0	0.4419810793	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	SHUF_n972	True	8	8	0.553	8	0.553	8.6479582947	2.46778	3	"{""8"": 0.553, ""Orphan"": 0.4184, ""4"": 0.0233}"	0.7480314960629921	AMBIGUOUS	True
v3	blocked	10	n1370	False	9	9	0.9994	9	0.9994	0.7856563651	0.0	1	"{""9"": 0.9994}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n1307	False	9	9	1.0	9	0.8285	0.7812992715	0.0511804	2	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n1328	False	9	9	1.0	9	1.0	0.2962295309	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	SHUF_n363	True	2	9	1.0	9	1.0	7.6313628678	0.0	1	"{""9"": 1.0}"	0.7566371681415929	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	SHUF_n1857	True	11	9	1.0	9	1.0	25.012691932	0.0	1	"{""9"": 1.0}"	0.8473282442748091	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	n1483	False	9	9	0.9986	9	0.9986	0.9553488471	0.0	1	"{""9"": 0.9986}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	SHUF_n217	True	1	1	0.9019	1	0.8489	6.2598743662	0.899957	6	"{""1"": 0.9019, ""9"": 0.0418, ""4"": 0.0309, ""8"": 0.0117, ""Orphan"": 0.0108}"	0.8526785714285714	AMBIGUOUS	True
v3	blocked	10	SHUF_n415	True	2	9	1.0	9	1.0	5.3262132826	0.0	1	"{""9"": 1.0}"	0.8141592920353983	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	10	n1558	False	9	9	0.9854	9	0.5519	0.6747159904	0.084568	4	"{""9"": 0.9854}"	1.0	AMBIGUOUS	True
v3	blocked	10	n1622	False	10	10	0.9999	10	0.9999	0.0911947041	0.0	1	"{""10"": 0.9999}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n1757	False	10	10	1.0	10	1.0	0.197425523	0.0	1	"{""10"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	10	n1819	False	11	11	1.0	11	0.6612	0.2505088361	0.0331804	2	"{""11"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
