component_id	component_key	n_pairs	fold	T1	T2	T3	T4
CMP00674	N4fad5d7629f21f9127a742e7547a15503b723c65a5933b22d43fc568432ee244	1	train	1	1	1	0
CMP00675	N5110b1da97dc23014c2c6237471a901b7c182f8df5f427e70a766fcfce9e5844	1	val	1	1	1	0
CMP00676	N51b1516b26da67e8443173b4eac50f890c05667029755d050c87aeed817b85b4	1	test	1	1	1	1
CMP00677	N522313662b64c89b46a930b133cd50d5da45bc4250e0c31cda0d02ba799179d5	1	train	1	1	1	0
CMP00678	N52f06a5c92534eab67fb8cbb2084aee0466e4ac9c7af32a9838065e584f347ee	1	val	1	0	0	0
CMP00679	N53614196b4b925c6a9c90e8c66ac3b472ea752e7ae484a8f23140894fcb5fae8	1	test	0	0	0	0
CMP00680	N53cfbd9ba9d1b36920ac08cf4bf466a5e3748e6f352d5593b78c10349230fe9c	1	train	1	1	1	0
CMP00681	N54063f09c54d448eb451328cce3dac4fe29193499587434953420c65f9ce82f6	1	val	1	1	0	0
CMP00682	N543a04c6036ae0d05a9d788821bb6075e9a9b84a13d369be3c14be9c6c918c18	1	test	1	1	0	0
CMP00683	N5547b617b146ce15b04fc5cfd63882d8a090523c3ce8e4388bec8ce2e3350171	1	train	0	0	0	0
CMP00684	N56ae309e5ada2c3255065285888d0177bb7ca7a8f939bd001ca1680f571b00cf	1	val	1	1	0	0
CMP00685	N57002b2c08ae5e1b2e24fe2735e2c9d9d4d857e2492b6380c6d9f407e046a266	1	test	1	1	0	0
CMP00686	N58268a0823c5861ca09b5f86fa38f0537f88b4530e494378ea29da3739cba9dc	1	train	1	1	1	0
CMP00687	N582cca3596ca9e932d1bd802bec8f603cbb856694cce8aec77d9aaedc61271d6	1	val	1	0	0	0
CMP00688	N58d08c09d43fb42e661f9533df01aac728a0e30a444e6a6d2c13d9eb921a7697	1	test	1	0	0	0
CMP00689	N591fbc6ff6838e2ebd49c38f2b4fa7480816561591bb7e5d25f2a36f3625b0e6	1	train	1	0	0	0
CMP00690	N5928455834e2b0c745b3229d23e9fd648ca4bf6d7fc6aedbd453cbd48194b340	1	val	0	0	0	0
CMP00691	N5a41468f7d9acc4f845d88032ae551f6273f27ca90b68f97a44f2587962772b7	1	test	1	1	1	1
CMP00692	N5aedb021bd422e48832f7204d525d301c4b4681322f818ea1f34676c86385469	1	train	1	1	1	0
CMP00693	N5aeff4af69611569f6ed00a89dee7c9a1a756696e4fb0a68523bb7fdae597798	1	val	1	0	0	0
CMP00694	N5b880c637748c6a4be45c14954713134e265eef309e90d725e192059fd2dfba4	1	test	1	0	0	0
CMP00695	N5b891eb0b197d5234787392610c757618e81ae9fa87dfc57d23086e33c5c85dd	1	train	1	1	1	0
CMP00696	N5bcb19094c5b5f34feb6a567685061f27e96207f87494ffd08d0d50ece9ea2f8	1	val	1	0	0	0
CMP00697	N5becdcd39415ac26ebe1965f7b4545c4bbd2ae594fe70dc7270ac66f2e312d82	1	test	1	1	1	1
CMP00698	N5c4da9c4c738ef5f351d8f87525cfbc0f8e7c56e26ec32200b9edb1514ddfaad	1	train	1	1	1	0
CMP00699	N5cbeb0217d2287bac7c7afc53ccf9a93da605995a132f7bd1ac0e6e2819c9088	1	val	1	1	1	0
CMP00700	N5d3872a651eb37ee93c38d1ba6399020b24517772c1a3cfcb4bd084adecf44cd	1	test	1	0	0	0
CMP00701	N5dca70da0ddf6403fb8b0baa3b6e79e1fd4dc70b115d5768c1e3c288647fdf36	1	train	1	1	1	1
CMP00702	N5df1d68b3ca5009a014b224ccf79705f5e4917883993583f296c24290c36d3c5	1	val	1	1	1	0
CMP00703	N5e6ac6dbb1a3f58cc61a683961df7ad434609b6126a0d8164d2fa1b2d65967c3	1	test	1	0	0	0
CMP00704	N5e93e495e529d5f416b7db3f53c4b8415f798a24cde48e3b8e8991548e7376a2	1	train	1	1	0	0
CMP00705	N5ea0912c376fbec2d2673026b559f57e61d1103c38296e2662b5e54c8532fe64	1	val	1	0	0	0
CMP00706	N5f7b514b07ce4895672d9ff0fbe576edfe55cdcc6e80074c743309c42654f9c4	1	test	1	1	1	0
CMP00707	N5f83ed30777566a89d470d7f609e5ff08df5b9151b69cf8df48d56cbabedc482	1	train	1	0	0	0
CMP00708	N60ae919625850658d30683a5802fb03bc251479e7c29288394bfe7cf4d9b3f98	1	val	1	1	1	0
CMP00709	N617587d4b76d7e54d594f45fb569a6defd82fd87d15576375a8f7ba8bb432c6d	1	test	1	1	1	0
CMP00710	N627dbace1fac6da803e2bbdd29388a972e5550c2fe9ea76a21564b6af2961e2d	1	train	1	0	0	0
CMP00711	N62fb955fa726f0dffa4bc03c823ce10aec165a8e1e33d20b788238398b6356de	1	val	1	0	0	0
CMP00712	N64a66fe87044abb4d2c4bc111ac440efe434959217181b94fb3b9eda1377915b	1	test	1	1	1	0
CMP00713	N64b38f705a21305563dd4fe76fb30a9b6fe623b13850d78e2045da2a4b88ce2b	1	train	1	1	1	0
CMP00714	N64dab3a3dea8d105c926dcc1c255403436ec0ead09a037591ff3777663a0eac0	1	val	1	1	1	0
CMP00715	N650f3983b5a85f7407eff7671efb8ad83c70c39320ea4429bf5b7bc1de8b25aa	1	test	1	1	1	0
CMP00716	N656604df27421cac88d30044334cb4a603a449eb6a32fc832826e54fdc97dc57	1	train	1	1	1	0
CMP00717	N65bf0f75b998412d633f2e4842d0b5f01eccf25608720a1cea4c9b097e63bff6	1	val	1	0	0	0
CMP00718	N65d28b6c234ce58844c41ea277b81e44113a384f3e8924669ff1d15cefded49f	1	test	1	0	0	0
CMP00719	N660241e32f218e228ab314f4f647e259c2124ae44fe9646aab04d849735bbcb4	1	train	1	1	1	0
CMP00720	N66701d03098221d01cf45de0280e0fc98c41978507b78063103eb9491839a066	1	val	1	1	1	0
CMP00721	N67a7d6d85f389fb5be5e863243d820ceaf76cc890dc76d4c15a8ea260b144ce3	1	test	1	1	0	0
CMP00722	N67e9c1ea52e5e2b8a780880a76e347ed9b71c637e255e396ee3e9ac232bc1761	1	train	1	1	1	0
CMP00723	N68062311407fd1560005ce5dde94df368c011b4ccbc8b504cd32dee386c813c2	1	val	1	0	0	0
CMP00724	N6882f12cceb90dcdc19eabde86ffc1ebdfd23fe38835ca98afa6ecdfa98f0f67	1	test	1	1	1	0
CMP00725	N6891d85a75722d62493db0a1d3fcb173a1968239b62575784a6c142a7b0559ef	1	train	1	0	0	0
CMP00726	N68d10e95a9747a550b24bca0cf4f07e03d18ac70e8f5e4aa4fd961fb9833c290	1	val	1	1	1	1
CMP00727	N69f43059f745dc789e24ca4193ad5043ccb676410b7584f946d205aec0e6b94f	1	test	1	1	1	0
CMP00728	N69fb104100e0078a0c20fb86b9fe082bcf51509d11c651248af667f4ec04a643	1	train	1	1	1	0
CMP00729	N6a12a8141ccdfb89faba77f643cffb1b251c9ecf592e9cce52b0f17d64dbc9f3	1	val	0	0	0	0
CMP00730	N6a4fff725cd045073f3a470e95563e6ecf3296de862e470ced522f397c5e6183	1	test	1	1	1	0
CMP00731	N6acc019552c3f515122a74b47e2bdb6ea0152f436fff07f1da331cd581fc022c	1	train	1	0	0	0
CMP00732	N6b04a1f6bdafb9f4043bc3536485ceb6f7420489daa0d25b659bbc538a4fd7e1	1	val	1	1	1	0
CMP00733	N6b0fa981c042e6a4d086683c66eacc040788efa836eb90443e244969735d98b8	1	test	1	1	1	0
CMP00734	N6c10e385d217bd9f6ab5337246acbe298624108902beb8c8d018ca30143326a9	1	train	1	1	1	0
CMP00735	N6d4358af7337868d93150b0120f8c54d64f979e94a98b9bfb6fe60c114b22f4b	1	val	1	1	1	0
CMP00736	N6dffc48e33cdaff9580d31db4ab6c6d8959015f565d0b92b29567b4d34fb85d6	1	test	1	1	1	0
CMP00737	N6e9bb262f85c834cf1f8cbd6f54f060229aff7e95c401e19ae9c561b362bf30e	1	train	0	0	0	0
CMP00738	N6f4a7f9e8ac2bd0a4c24f45c4b9b8f2e8aa8146ac570dadef266d59a3324c9d8	1	val	0	0	0	0
CMP00739	N6f4d098689bce1ee724f44d4e996bbd4d72e2c9159b56108288fafc617a03216	1	test	1	0	0	0
CMP00740	N7000744c97730eba2cb221baeb0f5f09ac5d11243f67fcb5199946245a5b95c7	1	train	1	0	0	0
CMP00741	N70cd0d6aa4de0178526f6eedbe321a7c03ba8ccec4ee989f55c253657eebd061	1	val	1	1	1	0
CMP00742	N70eb42ba9b60fbf3e45c5daade7a7aa2aee9e50b406103a2224cd41891a86169	1	test	1	1	1	0
CMP00743	N71ca6976d1014f8e50a517e7d3bcf321bf2252ebe47ec4d31274dd359ed9228e	1	train	1	0	0	0
CMP00744	N71f683585a90ce0e3da3a09897e7c8f8a259689a740217827314f7e8d17eccbe	1	val	1	0	0	0
CMP00745	N72ad107135ed3b7c84a8b5e786ccd446798f7cf0f726d718d85e143c36a39997	1	test	0	0	0	0
CMP00746	N7313684dfb2dc664cc5bb89392a33ea2100b9274f71a899ea77abb99fdac0b55	1	train	1	0	0	0
CMP00747	N736f439d0a3abda23fb06b3aa0df8a84d0c7e17f3ae98a5ccba1e056e7acbe2f	1	val	1	1	1	0
CMP00748	N73a053f162501c70a3a1c35df45632c9f9d3b2757e01b095a951cabac8aa1380	1	test	1	1	1	0
CMP00749	N73bcbcde02396d36a4eb767d141b537ae40dd4d26e7c115e3fd4c2285d82ba28	1	train	1	1	1	0
CMP00750	N73d3bbb7a8b2a99755c4db5cb9bcb6287666b41c651ec90455085796eb29e3cf	1	val	1	1	1	1
CMP00751	N7421be71714d2ac3b35c838d14f2dede6665d111fe99f9b76c25058e7dd46175	1	test	1	0	0	0
CMP00752	N75015f48f413bfc4412b618863a3fb73f959b18fcb70260c9dc2f07d73d9cea5	1	train	1	1	1	1
CMP00753	N751b2f101d06a65628e47d62b0ab545e3a24cfaee90f00294ec7b05d7a92f325	1	val	1	1	1	0
CMP00754	N756e288fe8fc3443f7fc032abdc0e8215cdac0b3837b2ea2b533ad89684f262c	1	test	1	0	0	0
CMP00755	N7599b1415bcb33a55c787c6c78c1a2aefc3c8fe7119ef4a0f5afb6cec2bf64c4	1	train	1	1	1	0
CMP00756	N7635809c75802998eab688e55f12232c1f57c2e68f6e8692ba692af84627b1ff	1	val	1	0	0	0
CMP00757	N764fb186136ebee9ea3e747502e94e2e5f97b0c92c4ced7f93302fc9b10374b4	1	test	1	0	0	0
CMP00758	N767b1d0c2bd0f26d0b87109b32e2a3ef79fdf704272110897ae9e6cffdf2a672	1	train	1	0	0	0
CMP00759	N7715536a2b570b7ea5719bf59c21c5522e033b7d7f07480cc0dec2983f59e390	1	val	1	0	0	0
CMP00760	N77afabd9467860f670e32c94c02d041dc9b355821531a9d87358597de5a75ea4	1	test	0	0	0	0
CMP00761	N7834f42a550bc7fb54e37b153541843b10d550603c95ae735e11b3ddadb124fb	1	train	1	0	0	0
CMP00762	N78a4555b950bcf9798e3fa4684b6a35cf6b3f71895266781e1861caaa432bf4c	1	val	1	1	1	0
CMP00763	N78be5a25c1d5233e3a55e1d81bcfa58f80532c4d4d660d6748adcc51c6c42240	1	test	1	1	0	0
CMP00764	N799338ab7d90b8408bbb704ca5ccf4cca76b475d54e791d1d3a8161172670340	1	train	1	0	0	0
CMP00765	N79c4c52f057b61a2ae0ace6aa38314908372461772dd751cd828c9be7a914f0f	1	val	1	1	0	0
CMP00766	N79eecdd1dc195193abd57751537752938cb8eab048727bf79a58608529d1a868	1	test	0	0	0	0
CMP00767	N7aec06745de39e1c10c63d7976c8d5535202be32d6341ec07c413d081d18eb5a	1	train	1	1	1	0
CMP00768	N7b603e5eb9a651c07851ae38846b123f8b8e182a9367a66f845458e410a78153	1	val	0	0	0	0
CMP00769	N7c4eb5a8b7a99e561f1195039e9a0bc2006d5792a868e9ca94768993b22f746a	1	test	1	1	1	0
CMP00770	N7cbe4ee72f38dc61dd288edc9ea0cdbcded7272bc77566ed9160c6bb31767df2	1	train	1	1	1	0
CMP00771	N7d56f72e52dd352cfdc9bd1b486ac18ede4f8ace1cdaf0b7f9f2f100e14e5d37	1	val	1	1	1	0
CMP00772	N7d63466140072fa93139c9b8d3ccd54ccd60b6d20d9811bc74748d4547c27e61	1	test	1	1	0	0
CMP00773	N7de2ef7f65838a6bb176ff3a03ddb16f216c0b97e9818b4f4c50152a2b629756	1	train	1	0	0	0
CMP00774	N7eeeefceb3f02bf916ad78d6549051b90ca88932cefb70ee238ae8cd9baf8181	1	val	1	0	0	0
CMP00775	N7f34fa9058a2572f4cde900c8aa4be87b0f1897f909f99bd8e6e8998a00965e6	1	test	1	1	0	0
CMP00776	N7f8c80b126bf139e572e6bc7c9ca06a5ec02992f59ccb46b8c835bd5430ad63d	1	train	1	0	0	0
CMP00777	N803ee829aac9c7d4782959f56041ceb23dd073e883fb7f1e4a451453d41ec21c	1	val	1	1	1	0
CMP00778	N805ff670798c2d390afab2e58055f5e51d8e4c4c07a3fa660cf3603cbee2b3a7	1	test	1	0	0	0
CMP00779	N807ba7a8f50df42fbfa96f15f376e234d5868a70dfc63d6a57f459640e161100	1	train	1	0	0	0
CMP00780	N80eae9b1d522be46b014b21a96ae0816e55d7dd9126fb1d92beeaf81290224b1	1	val	0	0	0	0
CMP00781	N82e0246ff92559da0f9e3f970b226b32e0e0f61d3ab2fe521d67aaee8c6ead67	1	test	1	1	0	0
CMP00782	N83ccaa93917b74bbf3f90b7243e618671a5ccc3c6aca9dcb24c9936e113f109a	1	train	0	0	0	0
CMP00783	N847422d5331bad700ca08e24b2572303b3a2bd49a63c80eaa58c4c5629548b70	1	val	1	1	1	1
CMP00784	N8480245c1e0e4d722597e339ee2e8d5a82404143e2162dfb02d6273c501a8276	1	test	1	1	0	0
CMP00785	N84ce895cb0ba8483a5a2b2849c2e33b5596110885dc320342cf11f0853e6889c	1	train	1	0	0	0
CMP00786	N85046ba2c6a902277421f9654e942bf693c3e03d60938240fec2dd419f8d1559	1	val	1	1	0	0
CMP00787	N850dd4984b08e62b92ee8ef743c045c22ff519fb1fb11a176f0cafe48af1afd0	1	test	1	0	0	0
CMP00788	N8563255d4eebaedbbed689a537af9801a160813cf814f05a94a794a35d067e52	1	train	1	1	0	0
CMP00789	N8756995221bf144aaa6080280dfdbf5624cccae856522333fc627ddafeb94557	1	val	1	0	0	0
CMP00790	N878c47f3a921129ab3e7ac9e57ebc7556b7402629ddeafa07410c1c1bbcd8861	1	test	1	1	1	0
CMP00791	N87afd93f94eb997e9910f67a776f54e0d7c87e9d18a3f1c5d74c7454adee676a	1	train	1	1	1	0
CMP00792	N885acad766795d0692ceab1a5ee2cf7ed732115324f8fb066d68ec6ebd2a88d3	1	val	1	0	0	0
CMP00793	N887a606416ad16f1a185d28871e24d83df00446cb099747fc4ba7359a757f01d	1	test	1	1	0	0
CMP00794	N8881cd64e8aa7bf0691007d8799c90a1e63cdfc0fb00f093a2869bbbfd869653	1	train	1	1	1	0
CMP00795	N88dcbca8d77432e81ad7f6741f94acb6c32cea0154bbba9f45fa2d86d8941f4f	1	val	1	1	1	0
CMP00796	N89eea2b4648e318b2d5fe37bf943ba85a8b2825411ae6018efa5a72077f368d0	1	test	1	0	0	0
CMP00797	N89fbcbc388dc6b2528db9e4aa6e85aa78ae1a40bd9dc6f8a383c1112e62ff89d	1	train	1	0	0	0
CMP00798	N8adb6dee72ccb36f117d83255c3b4a62ac26380788cc481e10a9f6803918282b	1	val	0	0	0	0
CMP00799	N8be3e57b9e0f88b625bca8f9d7666c034e0d5a64e952ecdff26f019802942483	1	test	1	0	0	0
CMP00800	N8c53303e2a671ebb75b550bca8f7cac8c476452e81441209c10feecbc825121c	1	train	0	0	0	0
CMP00801	N8c85311ca912aabff57e2c5ee2e7d427fee9aa0829edd2bf861868193c3c356f	1	val	1	1	0	0
CMP00802	N8c9ec4018070d3f958416ea6073991f669539ceb0e0fb3a516fb013c5c9e337e	1	test	1	0	0	0
CMP00803	N8d3203eed5e6bfb82b61782b57c742347aea4795cb6a60f7305fefa552261959	1	train	1	1	1	0
CMP00804	N8f0f193f4da707f7e989d49c8d93b0c6cf8bf6f1d8f76b6f175d91b8a73884eb	1	val	0	0	0	0
CMP00805	N8f45808c9d0e08e7de6fd16c1bcdddcc1d77e521f73e99e7fbac097018f4d88c	1	test	1	1	1	0
CMP00806	N90f2b7b116085fa91e736843433b5fe1fe429c110fadedae997caee56c5b2137	1	train	1	1	0	0
CMP00807	N90fcb4bbf21b3cb4314a03d656e3fcff85f4865f174e8b98909569e874dd88e8	1	val	1	1	1	1
CMP00808	N910246cedeed5f36788856c838598835276b2973fe4ce21a0bd87fc39d5572d5	1	test	0	0	0	0
CMP00809	N9102f7c85645a764903595507ee04bba408885e2a853562c21018519e2576437	1	train	1	1	1	0
CMP00810	N91d62e82bbfe192f51d1ffed50b73e11ff8e32650fc028f30dd13d720780e243	1	val	1	1	0	0
CMP00811	N91e96baf2128d0f0cc1c52a998ee20514c427473251fd878d7b53e7b5c4ecc59	1	test	1	1	0	0
CMP00812	N9215b5a685f17ab7f7efa99f6daa121e105e8a50bbafb4b9bc4baed3af3c2fae	1	train	1	1	0	0
CMP00813	N92ce80559dfdb1e71a9ace6aba3d9319461dc8ec528816340eb2c6b824fb4fd8	1	val	1	0	0	0
CMP00814	N940d2c8d934eb94df8998f8c5473e843e07d3e71e2e9efcb9686694968ad5529	1	test	1	1	1	0
CMP00815	N94ab28a13cfb8587aa304c8acd3ffc8d9530fecee4d145dfb9def48c7b3d73ab	1	train	1	0	0	0
CMP00816	N94dc9c5ae1727bc8c9a73830951d3b5dbd74c9fb3c9a3d27518bf32c3ca19832	1	val	1	1	1	0
CMP00817	N94f083b296760183a695b9eb73a3e6160427ca6ebf09398b06943d0ab0c22051	1	test	1	1	0	0
CMP00818	N950b572ca1c1daf6bf21bb646d1ccf62d19719d06d3c8b9c675a363681f6a79f	1	train	1	1	1	0
CMP00819	N9590d0b943672e7417faaccf1eac7f478dd58312346a34648ea30df12715b330	1	val	1	0	0	0
CMP00820	N95b5c5ecdbc552d460f016cde7aa66fc4587f23b439c2b992944ad7aeb9f2573	1	test	1	0	0	0
CMP00821	N95d75af84d82d68b335542e57995bd444699e998aa9449ebd81de7c2720ec0d6	1	train	1	1	1	0
CMP00822	N964751126aaf1709592e69ee629f9d885cad94d8dda9908e476c6d04c005c365	1	val	1	1	0	0
CMP00823	N96ce11980744285bce940e4168555d58421aae1549f7ba9adf016ce21ab02934	1	test	1	1	0	0
CMP00824	N96e3ed8e383a2c7d70fbbf2ab80c39da4ec2eaa95dfcafce99d7a333788758c9	1	train	1	1	0	0
CMP00825	N975d55265f725f028a47028bcc8dce90d3506caae3dc3caf725af890f7bbed8e	1	val	1	1	1	0
CMP00826	N97f17ea4abe7ac5d495acc26bb9247eaee35784cf1377c0dafe0c757fadd2b10	1	test	1	0	0	0
CMP00827	N97fee31f2ccae203221bd6f4dc343354e169552d487b05d5dff25a7e8efdcb91	1	train	0	0	0	0
CMP00828	N9819766158a6357766a1b230aa0b03cc6f13a7be5e245e11916da2c8084070cf	1	val	1	1	0	0
CMP00829	N985f2c32f30caf57da5c1c9f1caa73af83853fbe4a021e749e734c5c11d2849d	1	test	1	0	0	0
CMP00830	N98dfb1b18feb3cd968d841fa7d4928a00582048087c6e9e69df6de61b670d75a	1	train	1	0	0	0
CMP00831	N98ed89e656e2568747dc355c81fac08795cb078449a4fe5b502ec5ac57fd5a3f	1	val	1	1	1	0
CMP00832	N99372f5a631bc0e3121a5c3fef91585cf00702f3001c936cc961bff52e965a57	1	test	1	1	1	0
CMP00833	N9953aa3724e3890a4bd18683bfbc374fe6428b9edcdce92004400065fb6677c4	1	train	1	0	0	0
CMP00834	N998a25c431a231c28cba6546c24d5b6c95f26140f015b6c6707368a679bac544	1	val	0	0	0	0
CMP00835	N9ac7dad1c1f5ba13a89c084e03694ac8b45e55eddd568a6bcad8c2b7e1f7edfc	1	test	1	0	0	0
CMP00836	N9c178c85bd750a613cb569530d9c876b8e9e67d6ea6b49443c421d6f2b6010cb	1	train	1	1	1	0
CMP00837	N9c3b566210d67ed9afda080a12202e23c1f86188121a7479e45ab57b12bae6d0	1	val	1	0	0	0
CMP00838	N9c4a500781909d769d6b0efa7482e59217c8d328baa24cfcb6bb57383e10344f	1	test	1	1	0	0
CMP00839	N9c74927cb5f1ee495f787d3cd891c23d0a1e6efb57e8141da9b6029a9b7332fb	1	train	1	0	0	0
CMP00840	N9cc1b3a7923ed9ad8a73e0e006537c7bfb6357491867f6ffcfc137823104528f	1	val	1	0	0	0
CMP00841	N9cee810919c6707107b41bf29b8fdbe3e8724d5ec443cc15a6c4aa37412cc823	1	test	1	0	0	0
CMP00842	N9d491e7e3b7efd1cf1620ee695201e333db7a70998035617e9816b1a20d7a370	1	train	1	1	0	0
CMP00843	N9dec8e0d75ac597882b8f44512bd01a5d42b10b416ff5df765c9d98dabc72ecb	1	val	1	1	0	0
CMP00844	N9e19860547630dce166026f1320462f6291b8e226845c2cd7a8d9692ccae104f	1	test	1	1	1	1
CMP00845	N9e3f06ad3ae37d735f3e6fec616ae50e0cc1c44cbd3906c5df99912bbf75bf55	1	train	0	0	0	0
CMP00846	N9e866aa1061992f2af935c83f28ec8bd3e847c7bc082f0a380538bb8a3cc6029	1	val	1	1	0	0
CMP00847	N9f3ac90aa5e53706777ee19452f62ba19582516b86e05d45605c8d402ac622a9	1	test	1	1	1	0
CMP00848	N9f9f3ba4680dd1c7b77b9f1b9a423f03519bdf39e3de4b50667563d1b228188e	1	train	1	1	0	0
CMP00849	Na03c4fc969d316308f79fb3b862f89c1d288184e1aa3b13d3f558da3a4adfa73	1	val	1	0	0	0
CMP00850	Na06137769da4e02593e9095ca46a1dbb84484bc4c15617a0f8f883736122fc88	1	test	1	1	1	0
CMP00851	Na0aa26973a688840ac12cb93a2634464ff5737aea04463eec9888bddc243db60	1	train	1	1	0	0
CMP00852	Na0fdadcac42bb27e5d327722b3310e1c449667141660508b1b5ab52597faf8b7	1	val	1	0	0	0
CMP00853	Na1b801db9eb5e56c7481aa2d901595616e81ff463c57c15b3ece04ea88842ba2	1	test	1	0	0	0
CMP00854	Na1dfece7fb0a0f3d2a6919c625801c5ff9ed8bf4c9bfbeee2171b93d4d026200	1	train	1	1	0	0
CMP00855	Na259c1680b287094cdb4ee2bcf83882aa198e625209eab508cf766bfc97eebb9	1	val	0	0	0	0
CMP00856	Na2de82e5f1c4a476f533e32feafe5310600ec78679358d0b445420e9c1b06ef1	1	test	1	0	0	0
CMP00857	Na2e28dc20b88afcf0882b3b20d1cfcad53ac97e7b843945fa248ec617c92bead	1	train	1	1	1	0
CMP00858	Na34d466c087b3ec03019fceabf8820ce0f5a0c0b5da0b58fb2161779931bd378	1	val	1	1	1	0
CMP00859	Na37c92b94e6f0084bda3de8384f069e5e5fcfe91b54ca6057ae40658ee72499d	1	test	1	1	1	0
CMP00860	Na38f04af40c8fd497a57f954a04741396e351d8d79b1b22d47792011c9e2a6c1	1	train	1	1	0	0
CMP00861	Na3db97bfee6ab1e5094a254a1ea14af6a5f7e875985bf64328663ce96f2cfaf3	1	val	1	1	1	0
CMP00862	Na46b6af3bb63d86e45e00f685ecf1a765109af8b4d28cdad6dced3527c90d387	1	test	1	1	1	0
CMP00863	Na4c1f47b9c4b9246c00327ee0660ae8ae85fefddac1c35d904213ac7a16d1454	1	train	1	1	1	1
CMP00864	Na4d633e42fec2ccbad64e3f2ab0fc704736899be58e4188d91e59b75ffb84e5c	1	val	1	1	1	1
CMP00865	Na5d1eebe6fadcccf9279e47b823134859f60b25fbceb748f0a5ecb04fc0a4b2b	1	test	1	0	0	0
CMP00866	Na60929d2005bf7c0f767e5601dc02150d07e2252f60f2eb2ce112969ce69e6fd	1	train	1	1	0	0
CMP00867	Na66de334e15b06439a16a6f21ed6816772ad8579e59d8d9b7dd7105cc69a6bf6	1	val	1	1	1	0
CMP00868	Na6bb73ef9ea0665563f831ab0705a472b4feba410f75b053e3a2a7a1863f8824	1	test	1	1	0	0
CMP00869	Na6c0a0af0c3c546a28f0e9189730321c4ff522a8bc8eb9ab70757a0b50bc0bdb	1	train	1	1	0	0
CMP00870	Na7282e27b6b1608240791ac9453d69923b1035d1a370552391af37940a394025	1	val	1	1	1	0
CMP00871	Na73c4c2c52b603eb962586283e884501a8d93aa360349b19a8da81197d549c2e	1	test	1	0	0	0
CMP00872	Na89ffb83fc20466738d39d48045cacfa56e5cce66cea94ba8f2965409276190f	1	train	1	0	0	0
CMP00873	Na8a1e101fad5bd7767a58d5b039c5a67dff7ec76a103adcfd4090e2e1721d4ed	1	val	1	0	0	0
CMP00874	Na907662375955ad01d9ec79e0f4c7dee4392018ddf7d2b2c00b9543c25b5015b	1	test	1	1	1	1
CMP00875	Na985c64456d1afc0440862c6dac212afd3683a2a112c6053e71e5971061a07ee	1	train	1	0	0	0
CMP00876	Naa1ec61a86df364bb245fb4689dbe649bca9f3698a5a861aaeeee02a31aa0046	1	val	1	0	0	0
CMP00877	Naa510ec74d70d80e9e43bcde87d7df7bc89dfd7ec5fb6ee9c057d1fa8a20d4ed	1	test	1	0	0	0
CMP00878	Naa89960d34672d64f05866fbac5e2d9173d749ab854af2484a33cac172096217	1	train	1	0	0	0
CMP00879	Naaa30872ff6b1fb2a874020fe8a6391c168e04ed1bb9e869ab4387a524b9768e	1	val	1	1	0	0
CMP00880	Naaf97e5f7e0de25ead5f4a51566bd045c110c8c0f242e5c204009f63ff025f57	1	test	1	1	1	0
CMP00881	Nab2073456b4199171f06b949ef7d65967476f827041332d0e7cc543a58142fe2	1	train	1	1	1	0
CMP00882	Nac91b7d43c1f38c6226d2fc2cf2ad2998bf6f03f681b67a47a57ee9e647153cc	1	val	1	0	0	0
CMP00883	Nadf963d5497711bdfc6d7b5da2cd5994abc2a8de4ea24fc4e7583a2e3bc0451e	1	test	1	1	0	0
CMP00884	Nae0151c744b9aa12ec75330b2994abae20afc4133ca60b3a375495873f25cfcf	1	train	0	0	0	0
CMP00885	Nae01a024d885dd48f396802ea3273ce9c9e3f98ea6e2a474091adc50268bfd44	1	val	1	1	1	0
CMP00886	Nae36da31952a057d722a64e2ea5fddd7980beac71952191c9ccb4640745647e7	1	test	1	0	0	0
CMP00887	Nae43d444b356600b8065dbc8c86268c5766174c95e91c2afe9890aa7dea352e8	1	train	1	1	0	0
CMP00888	Naf025e449b026f13c990f66e35da5ba4cf7b284866f103532bc0ba96667649d9	1	val	1	1	0	0
CMP00889	Naf2e8e8569a3df28f05935a898734b9d03b985eac6afc90642e8ea9605f85b57	1	test	0	0	0	0
CMP00890	Naf48270cb0e02c19d303c92725c4938b008e8dd8684175f4ed3ba0463b57a76a	1	train	0	0	0	0
CMP00891	Nafdd1c00e7a775527346c90df7574031fe352da2b3e6842a1ab7edebc0206378	1	val	1	0	0	0
CMP00892	Nb00fa8230dcb5b6add0e297bd2c008ae1412e2f9876369eef8cd0e4a3036399d	1	test	1	1	0	0
CMP00893	Nb019d63ca3bd8d1abb6809c0283d8e7296269f1d181684c260c77caf7cc58c79	1	train	1	1	1	0
CMP00894	Nb0c05df09ea0eb94ccef2f7a56981afbb41c63f1e8a5065bb6f3382a1c2b39bc	1	val	1	0	0	0
CMP00895	Nb0d2117c47945aceb17a94683db9f48753c83b12808af4e3de3f597e3d9e1afa	1	test	1	0	0	0
CMP00896	Nb1fc92814146322fd8c222e371248dc363413a1b8cf319cf080198b89e88d5d5	1	train	1	1	1	0
CMP00897	Nb20f2296a8539dc7fb1883a4bf039ab6782a0eaecedbc09cb2c7d9cec3b1e08c	1	val	1	1	0	0
CMP00898	Nb254fa421891ac12d960fd6555d11323bb35ac6d90a992ba1234095e945c371a	1	test	1	1	1	1
