terminal	set	protein_len	status	mcc_start	mcc_end	mcc_len	N_anchor_occ	C_anchor_occ	core_occ	rt0_zone_residues	core_start_route1	core_end_route1	core_start_route2	core_end_route2	delta_start	delta_end	frac_core_blocks_agree_within_2
terminal_683	CLEAN	317	EXTRACTABLE	48	243	196	1.0	1.0	0.94	10	61	240	61	240	0	0	0.958
terminal_684	CLEAN	317	EXTRACTABLE	40	243	204	1.0	1.0	0.945	21	65	240	65	240	0	0	0.833
terminal_685	CLEAN	319	EXTRACTABLE	42	245	204	1.0	1.0	0.94	17	63	242	63	242	0	0	0.917
terminal_686	CLEAN	319	EXTRACTABLE	43	245	203	1.0	1.0	0.956	14	63	242	63	242	0	0	0.917
terminal_687	CLEAN	318	EXTRACTABLE	43	239	197	1.0	0.667	0.929	19	66	239	66	241	0	-2	0.917
terminal_688	CLEAN	316	EXTRACTABLE	42	242	201	1.0	1.0	0.918	20	64	239	64	239	0	0	0.958
terminal_689	CLEAN	324	EXTRACTABLE	34	242	209	1.0	1.0	0.901	9	64	239	64	239	0	0	0.917
terminal_690	CLEAN	307	EXTRACTABLE	53	235	183	1.0	0.667	0.923	4	62	235	62	237	0	-2	0.917
terminal_691	CLEAN	311	EXTRACTABLE	47	238	192	1.0	1.0	0.94	12	63	238	63	238	0	0	0.917
terminal_692	CLEAN	310	EXTRACTABLE	37	244	208	1.0	1.0	0.94	22	62	237	62	237	0	0	0.875
terminal_693	CLEAN	307	EXTRACTABLE	35	240	206	1.0	1.0	0.923	24	61	237	61	237	0	0	0.958
terminal_694	CLEAN	291	EXTRACTABLE	39	231	193	1.0	1.0	0.945	14	56	231	58	231	-2	0	0.833
terminal_695	CLEAN	321	EXTRACTABLE	50	237	188	1.0	1.0	0.923	9	60	235	62	235	-2	0	0.958
terminal_696	CLEAN	331	EXTRACTABLE	32	233	202	1.0	1.0	0.907	20	54	227	54	226	0	1	0.958
terminal_697	CLEAN	300	EXTRACTABLE	45	249	205	1.0	1.0	0.929	17	70	245	70	245	0	0	0.917
terminal_698	CLEAN	330	EXTRACTABLE	34	233	200	1.0	0.833	0.912	19	58	233	58	232	0	1	1.0
terminal_699	CLEAN	323	C_TRUNCATED	43	216	174	1.0	0.0	0.879	6	50	216	50	225			0.87
terminal_700	CLEAN	305	EXTRACTABLE	39	237	199	1.0	0.833	0.923	12	54	230	54	230	0	0	0.913
terminal_701	CLEAN	287	EXTRACTABLE	33	236	204	1.0	1.0	0.962	15	53	236	53	209	0	27	0.857
terminal_702	CLEAN	334	EXTRACTABLE	43	238	196	1.0	1.0	0.912	15	62	238	62	238	0	0	0.875
terminal_703	CLEAN	275	EXTRACTABLE	15	192	178	1.0	1.0	0.94	2	17	192	24	192	-7	0	0.87
terminal_704	CLEAN	297	EXTRACTABLE	30	241	212	1.0	1.0	0.945	19	50	232	49	232	1	0	0.667
terminal_705	CLEAN	311	EXTRACTABLE	40	233	194	1.0	1.0	0.94	12	56	233	55	233	1	0	0.875
terminal_706	CLEAN	310	EXTRACTABLE	33	233	201	1.0	1.0	0.94	15	56	233	55	233	1	0	0.917
terminal_707	CLEAN	344	EXTRACTABLE	46	234	189	1.0	0.833	0.94	8	58	234	57	235	1	-1	0.875
terminal_708	CLEAN	321	EXTRACTABLE	40	239	200	1.0	1.0	0.923	12	55	232	55	232	0	0	0.913
terminal_709	CLEAN	317	EXTRACTABLE	41	236	196	1.0	1.0	0.94	12	56	233	56	233	0	0	0.917
terminal_710	CLEAN	315	EXTRACTABLE	43	233	191	1.0	0.667	0.923	12	58	233	58	235	0	-2	0.917
terminal_711	CLEAN	311	EXTRACTABLE	31	233	203	1.0	1.0	0.94	18	56	233	55	233	1	0	0.917
terminal_712	CLEAN	294	EXTRACTABLE	36	227	192	1.0	1.0	0.934	11	47	224	47	224	0	0	0.917
terminal_713	CLEAN	303	EXTRACTABLE	40	241	202	1.0	1.0	0.934	11	57	233	58	233	-1	0	0.917
terminal_714	CLEAN	307	EXTRACTABLE	24	232	209	1.0	1.0	0.94	22	55	232	55	232	0	0	0.917
terminal_715	CLEAN	307	EXTRACTABLE	36	229	194	1.0	0.5	0.934	16	56	229	56	232	0	-3	0.875
terminal_716	CLEAN	309	EXTRACTABLE	39	230	192	1.0	0.5	0.929	13	57	230	59	233	-2	-3	0.833
terminal_717	CLEAN	328	EXTRACTABLE	17	235	219	1.0	1.0	0.923	26	52	228	37	228	15	0	0.833
terminal_718	CLEAN	309	EXTRACTABLE	27	228	202	1.0	1.0	0.929	17	49	225	49	225	0	0	0.917
terminal_719	CLEAN	308	EXTRACTABLE	24	234	211	1.0	1.0	0.967	6	32	234	32	234	0	0	0.958
terminal_720	CLEAN	324	EXTRACTABLE	41	249	209	1.0	1.0	0.967	4	47	249	47	249	0	0	0.958
terminal_721	CLEAN	343	C_TRUNCATED	51	230	180	1.0	0.0	0.89	8	61	230	61	233			0.957
terminal_722	CLEAN	338	EXTRACTABLE	34	239	206	1.0	1.0	0.951	9	50	232	50	232	0	0	0.917
terminal_723	CLEAN	322	EXTRACTABLE	111	314	204	1.0	0.5	0.934	22	137	314	137	313	0	1	0.917
terminal_724	CLEAN	315	EXTRACTABLE	17	234	218	1.0	1.0	0.951	22	47	227	47	227	0	0	0.958
terminal_725	CLEAN	314	EXTRACTABLE	37	234	198	1.0	1.0	0.945	2	43	224	44	226	-1	-2	0.958
terminal_726	CLEAN	332	EXTRACTABLE	38	254	217	1.0	1.0	0.956	20	62	244	63	246	-1	-2	0.833
terminal_727	CLEAN	338	EXTRACTABLE	16	239	224	1.0	1.0	0.956	24	48	231	48	231	0	0	0.958
terminal_728	CLEAN	269	EXTRACTABLE	39	234	196	1.0	1.0	0.945	1	48	231	48	231	0	0	0.958
terminal_729	CLEAN	326	EXTRACTABLE	33	231	199	1.0	1.0	0.929	8	45	224	45	224	0	0	0.792
terminal_730	CLEAN	296	EXTRACTABLE	28	237	210	1.0	1.0	0.951	14	49	228	47	225	2	3	0.917
terminal_731	RNAP_SUBSTITUTE	364	NO_HIT	291	312	22	0.0	0.0	0.121	0	291	312	114	312			0.0
terminal_732	CLEAN	286	EXTRACTABLE	23	212	190	1.0	1.0	0.929	3	31	209	31	209	0	0	0.958
terminal_733	CLEAN	383	N_TRUNCATED	45	266	222	0.0	0.833	0.918	0	45	258	42	257			0.75
terminal_734	CLEAN	393	EXTRACTABLE	33	273	241	1.0	0.667	0.973	6	40	266	42	265	-2	1	0.68
terminal_735	CLEAN	390	N_TRUNCATED	30	274	245	0.4	1.0	0.929	12	48	267	42	264			0.64
terminal_736	CLEAN	390	EXTRACTABLE	30	273	244	1.0	0.833	0.951	12	45	265	42	264	3	1	0.64
terminal_737	CLEAN	391	C_TRUNCATED	25	261	237	1.0	0.333	0.973	13	40	261	42	263			0.8
terminal_738	CLEAN	391	EXTRACTABLE	27	263	237	1.0	0.667	0.984	12	40	263	42	263	-2	0	0.8
terminal_739	CLEAN	372	EXTRACTABLE	27	253	227	1.0	0.833	0.956	11	39	246	46	245	-7	1	0.68
terminal_740	CLEAN	381	N_TRUNCATED	67	263	197	0.0	0.833	0.885	0	67	255	55	254			0.826
terminal_741	CLEAN	371	EXTRACTABLE	18	254	237	1.0	0.833	0.978	19	39	246	46	245	-7	1	0.64
terminal_742	CLEAN	389	N_TRUNCATED	69	272	204	0.0	0.833	0.929	0	69	264	64	263			0.783
terminal_743	CLEAN	382	N_TRUNCATED	52	248	197	0.0	1.0	0.929	0	52	243	42	241			0.87
terminal_744	CLEAN	382	N_TRUNCATED	53	254	202	0.0	1.0	0.923	0	53	243	42	241			0.87
terminal_745	CLEAN	368	EXTRACTABLE	27	247	221	1.0	0.833	0.956	10	38	240	40	239	-2	1	0.8
terminal_746	CLEAN	372	N_TRUNCATED	48	245	198	0.0	0.833	0.923	0	48	245	43	244			0.87
terminal_747	CLEAN	374	EXTRACTABLE	24	251	228	1.0	0.833	0.978	12	40	243	49	242	-9	1	0.6
terminal_748	CLEAN	366	N_TRUNCATED	60	239	180	0.0	0.333	0.879	0	60	239	48	241			0.739
terminal_749	CLEAN	365	N_TRUNCATED	57	242	186	0.0	0.833	0.918	0	57	242	48	241			0.75
terminal_750	CLEAN	369	N_TRUNCATED	51	244	194	0.0	0.833	0.89	0	51	236	35	235			0.826
terminal_751	CLEAN	390	EXTRACTABLE	29	237	209	1.0	0.833	0.973	6	37	237	38	236	-1	1	0.76
terminal_752	CLEAN	374	N_TRUNCATED	58	255	198	0.0	0.833	0.879	0	58	247	42	246			0.783
terminal_753	CLEAN	366	EXTRACTABLE	26	236	211	1.0	1.0	0.94	12	43	236	38	234	5	2	0.6
terminal_754	CLEAN	368	N_TRUNCATED	52	237	186	0.0	0.833	0.896	0	52	237	40	236			0.826
terminal_755	CLEAN	366	N_TRUNCATED	49	241	193	0.0	1.0	0.918	0	49	236	38	234			0.87
terminal_756	CLEAN	366	N_TRUNCATED	65	241	177	0.0	1.0	0.819	0	65	235	37	233			0.773
terminal_757	CLEAN	364	N_TRUNCATED	51	239	189	0.0	1.0	0.879	0	51	233	38	231			0.826
terminal_758	CLEAN	367	EXTRACTABLE	42	233	192	1.0	0.5	0.896	4	48	233	38	234	10	-1	0.6
terminal_759	CLEAN	367	N_TRUNCATED	52	242	191	0.0	1.0	0.907	0	52	236	38	234			0.826
terminal_760	CLEAN	367	N_TRUNCATED	52	243	192	0.0	1.0	0.868	0	52	235	38	234			0.652
terminal_761	OTHER_SUBSTITUTE	365	N_TRUNCATED	41	240	200	0.0	0.833	0.934	0	41	233	36	232			0.652
terminal_762	CLEAN	380	N_TRUNCATED	77	259	183	0.0	0.833	0.857	0	77	259	63	258			0.696
terminal_763	CLEAN	351	EXTRACTABLE	22	236	215	0.6	1.0	0.929	10	36	230	32	228	4	2	0.68
terminal_764	CLEAN	353	N_TRUNCATED	52	239	188	0.0	0.833	0.835	0	52	232	34	231			0.682
terminal_765	CLEAN	367	C_TRUNCATED	25	252	228	1.0	0.167	0.918	36	70	252	72	255			0.76
terminal_766	CLEAN	347	EXTRACTABLE	23	229	207	1.0	1.0	0.951	13	38	225	40	223	-2	2	0.84
terminal_767	CLEAN	338	EXTRACTABLE	12	223	212	1.0	0.667	0.945	24	38	223	40	223	-2	0	0.8
terminal_768	CLEAN	348	EXTRACTABLE	25	225	201	1.0	0.667	0.934	15	43	225	45	225	-2	0	0.8
terminal_769	CLEAN	319	EXTRACTABLE	9	203	195	1.0	0.667	0.934	8	19	203	21	203	-2	0	0.84
terminal_770	CLEAN	329	C_TRUNCATED	16	216	201	1.0	0.167	0.934	13	31	216	33	219			0.8
terminal_771	CLEAN	347	EXTRACTABLE	33	237	205	1.0	0.667	0.945	14	49	237	51	237	-2	0	0.76
terminal_772	CLEAN	367	EXTRACTABLE	28	238	211	1.0	1.0	0.94	13	45	238	47	236	-2	2	0.8
terminal_773	CLEAN	333	EXTRACTABLE	20	235	216	1.0	0.833	0.945	22	44	228	46	227	-2	1	0.792
terminal_774	CLEAN	339	EXTRACTABLE	18	235	218	1.0	0.833	0.945	22	44	228	46	227	-2	1	0.875
terminal_775	CLEAN	345	EXTRACTABLE	22	240	219	1.0	1.0	0.973	21	45	234	47	232	-2	2	0.68
terminal_776	CLEAN	373	C_TRUNCATED	22	258	237	1.0	0.333	0.929	21	45	258	47	260			0.84
terminal_777	CLEAN	333	EXTRACTABLE	14	227	214	1.0	0.833	0.956	14	30	220	32	219	-2	1	0.76
terminal_778	CLEAN	339	C_TRUNCATED	19	223	205	1.0	0.167	0.918	21	43	223	45	226			0.875
terminal_779	CLEAN	349	EXTRACTABLE	21	236	216	1.0	1.0	0.962	20	46	236	48	234	-2	2	0.84
terminal_780	CLEAN	326	EXTRACTABLE	29	232	204	1.0	0.667	0.951	13	44	232	46	232	-2	0	0.8
terminal_781	CLEAN	349	EXTRACTABLE	23	251	229	1.0	0.833	0.951	23	48	240	50	242	-2	-2	0.76
terminal_782	CLEAN	352	EXTRACTABLE	35	239	205	1.0	0.833	0.94	9	48	239	50	238	-2	1	0.8
terminal_783	CLEAN	587	EXTRACTABLE	55	254	200	1.0	1.0	0.94	12	72	252	74	252	-2	0	0.958
terminal_784	CLEAN	587	EXTRACTABLE	52	254	203	1.0	1.0	0.956	15	72	252	74	252	-2	0	0.875
terminal_785	CLEAN	601	EXTRACTABLE	77	268	192	1.0	1.0	0.94	4	86	266	88	266	-2	0	0.958
terminal_786	CLEAN	613	EXTRACTABLE	61	253	193	1.0	1.0	0.94	8	69	253	76	253	-7	0	0.792
terminal_787	CLEAN	581	EXTRACTABLE	59	249	191	1.0	0.833	0.94	7	71	249	73	250	-2	-1	0.917
terminal_788	CLEAN	591	EXTRACTABLE	65	256	192	1.0	1.0	0.956	8	73	256	80	256	-7	0	0.708
terminal_789	CLEAN	593	EXTRACTABLE	39	262	224	1.0	1.0	0.945	12	52	260	81	260	-29	0	0.708
terminal_790	CLEAN	595	EXTRACTABLE	42	266	225	1.0	1.0	0.951	9	52	260	81	260	-29	0	0.708
terminal_791	CLEAN	605	N_TRUNCATED	106	265	160	0.0	1.0	0.846	0	106	263	84	263			0.81
terminal_792	CLEAN	327	N_TRUNCATED	65	222	158	0.0	0.0	0.835	0	65	222	56	228			0.952
terminal_793	CLEAN	325	EXTRACTABLE	23	228	206	1.0	1.0	0.94	24	54	228	56	228	-2	0	0.875
terminal_794	CLEAN	367	EXTRACTABLE	69	265	197	1.0	0.833	0.918	16	88	265	94	266	-6	-1	0.875
terminal_795	CLEAN	308	C_TRUNCATED	26	217	192	1.0	0.0	0.863	21	54	217	56	228			0.913
terminal_796	CLEAN	308	C_TRUNCATED	31	207	177	1.0	0.0	0.808	16	54	207	56	228			0.857
terminal_797	OTHER_SUBSTITUTE	353	EXTRACTABLE	66	264	199	1.0	1.0	0.945	12	81	256	83	256	-2	0	0.875
terminal_798	CLEAN	361	EXTRACTABLE	77	271	195	1.0	1.0	0.929	8	90	264	92	264	-2	0	0.958
terminal_799	CLEAN	353	EXTRACTABLE	44	238	195	1.0	1.0	0.923	12	61	235	63	235	-2	0	0.958
terminal_800	CLEAN	366	EXTRACTABLE	45	254	210	1.0	1.0	0.929	22	72	246	74	246	-2	0	0.958
terminal_801	CLEAN	365	EXTRACTABLE	54	244	191	1.0	1.0	0.929	9	68	242	70	242	-2	0	0.958
terminal_802	CLEAN	365	EXTRACTABLE	38	247	210	1.0	1.0	0.923	25	68	242	70	242	-2	0	1.0
terminal_803	CLEAN	336	EXTRACTABLE	39	238	200	1.0	1.0	0.951	7	48	233	62	233	-14	0	0.708
terminal_804	CLEAN	334	EXTRACTABLE	47	232	186	1.0	1.0	0.923	8	58	232	60	232	-2	0	0.958
terminal_805	CLEAN	344	EXTRACTABLE	36	255	220	1.0	1.0	0.923	23	76	248	78	248	-2	0	0.958
terminal_806	CLEAN	341	EXTRACTABLE	47	247	201	1.0	1.0	0.94	12	64	239	66	239	-2	0	0.875
terminal_807	CLEAN	327	EXTRACTABLE	21	228	208	1.0	1.0	0.945	25	51	226	53	226	-2	0	0.875
terminal_808	CLEAN	340	EXTRACTABLE	62	256	195	1.0	1.0	0.934	8	73	256	75	256	-2	0	0.833
terminal_809	CLEAN	340	EXTRACTABLE	62	259	198	1.0	1.0	0.94	8	73	256	75	256	-2	0	0.833
terminal_810	CLEAN	340	EXTRACTABLE	61	261	201	1.0	1.0	0.956	9	73	256	75	256	-2	0	0.792
terminal_811	CLEAN	339	EXTRACTABLE	58	260	203	1.0	1.0	0.956	11	72	255	74	255	-2	0	0.708
terminal_812	CLEAN	309	EXTRACTABLE	12	227	216	1.0	1.0	0.945	25	41	225	43	224	-2	1	0.792
terminal_813	CLEAN	351	EXTRACTABLE	54	251	198	1.0	1.0	0.923	21	77	251	79	251	-2	0	0.958
terminal_814	CLEAN	334	EXTRACTABLE	64	258	195	1.0	1.0	0.929	9	75	250	76	250	-1	0	0.958
terminal_815	CLEAN	330	EXTRACTABLE	49	247	199	1.0	1.0	0.929	21	72	247	74	247	-2	0	1.0
terminal_816	CLEAN	330	EXTRACTABLE	48	248	201	1.0	1.0	0.929	22	73	248	75	248	-2	0	0.958
terminal_817	CLEAN	331	EXTRACTABLE	55	246	192	1.0	0.667	0.918	15	73	246	75	248	-2	-2	0.958
terminal_818	CLEAN	329	EXTRACTABLE	44	249	206	1.0	1.0	0.929	24	70	245	71	245	-1	0	0.917
terminal_819	CLEAN	280	EXTRACTABLE	27	223	197	1.0	1.0	0.945	12	41	217	42	217	-1	0	0.875
terminal_820	CLEAN	370	EXTRACTABLE	72	270	199	1.0	1.0	0.962	12	86	263	87	263	-1	0	0.875
terminal_821	CLEAN	324	EXTRACTABLE	73	264	192	1.0	1.0	0.951	11	86	262	87	262	-1	0	0.917
terminal_822	CLEAN	322	EXTRACTABLE	70	269	200	1.0	1.0	0.94	14	86	262	87	262	-1	0	0.917
terminal_823	CLEAN	328	C_TRUNCATED	73	244	172	1.0	0.0	0.857	11	86	244	87	262			0.864
terminal_824	CLEAN	333	EXTRACTABLE	73	269	197	1.0	1.0	0.945	11	86	262	87	262	-1	0	0.917
terminal_825	CLEAN	325	C_TRUNCATED	71	256	186	1.0	0.0	0.923	13	86	256	87	262			0.87
terminal_826	CLEAN	325	EXTRACTABLE	73	272	200	1.0	1.0	0.956	11	86	265	87	265	-1	0	0.875
terminal_827	CLEAN	323	EXTRACTABLE	72	264	193	1.0	0.833	0.934	12	88	264	87	265	1	-1	0.875
terminal_828	CLEAN	326	EXTRACTABLE	73	270	198	1.0	1.0	0.956	11	86	263	87	263	-1	0	0.917
terminal_829	CLEAN	329	EXTRACTABLE	72	270	199	1.0	1.0	0.956	12	86	263	87	263	-1	0	0.875
terminal_830	CLEAN	375	EXTRACTABLE	110	308	199	1.0	1.0	0.929	12	124	301	125	301	-1	0	1.0
terminal_831	CLEAN	322	EXTRACTABLE	61	266	206	1.0	1.0	0.945	18	81	257	82	259	-1	-2	0.875
terminal_832	CLEAN	320	EXTRACTABLE	65	262	198	1.0	1.0	0.94	14	81	257	82	259	-1	-2	0.917
terminal_833	CLEAN	324	EXTRACTABLE	67	266	200	1.0	1.0	0.956	12	81	257	82	259	-1	-2	0.875
terminal_834	CLEAN	319	C_TRUNCATED	64	235	172	1.0	0.0	0.819	15	81	235	82	259			0.905
terminal_835	CLEAN	324	EXTRACTABLE	67	259	193	1.0	1.0	0.94	12	81	257	82	257	-1	0	0.917
terminal_836	CLEAN	318	EXTRACTABLE	66	264	199	1.0	1.0	0.951	13	81	257	82	257	-1	0	0.917
terminal_837	CLEAN	372	EXTRACTABLE	116	312	197	1.0	1.0	0.956	11	129	305	130	305	-1	0	0.875
terminal_838	CLEAN	320	EXTRACTABLE	69	267	199	1.0	1.0	0.929	12	83	260	84	260	-1	0	0.958
terminal_839	CLEAN	321	EXTRACTABLE	70	267	198	1.0	1.0	0.94	11	83	260	84	260	-1	0	0.958
terminal_840	CLEAN	362	EXTRACTABLE	113	309	197	1.0	1.0	0.929	10	125	302	126	302	-1	0	0.958
terminal_841	CLEAN	359	EXTRACTABLE	101	299	199	1.0	1.0	0.923	12	115	292	116	292	-1	0	1.0
terminal_842	CLEAN	327	EXTRACTABLE	67	274	208	1.0	1.0	0.951	13	84	265	85	265	-1	0	0.917
terminal_843	CLEAN	332	EXTRACTABLE	68	274	207	1.0	1.0	0.951	12	84	265	85	265	-1	0	0.958
terminal_844	CLEAN	327	EXTRACTABLE	67	273	207	1.0	1.0	0.956	13	84	265	85	265	-1	0	0.917
terminal_845	CLEAN	288	EXTRACTABLE	36	230	195	1.0	1.0	0.934	8	47	223	49	223	-2	0	0.958
terminal_846	CLEAN	354	EXTRACTABLE	34	230	197	1.0	1.0	0.923	10	47	223	49	223	-2	0	1.0
terminal_847	CLEAN	287	EXTRACTABLE	30	229	200	1.0	1.0	0.934	13	46	222	48	222	-2	0	0.917
terminal_848	CLEAN	288	EXTRACTABLE	31	231	201	1.0	1.0	0.929	13	47	223	49	223	-2	0	0.958
terminal_849	CLEAN	282	EXTRACTABLE	23	226	204	1.0	1.0	0.923	15	41	217	43	217	-2	0	0.88
terminal_850	CLEAN	285	EXTRACTABLE	21	224	204	1.0	1.0	0.929	17	41	217	43	217	-2	0	0.958
terminal_851	CLEAN	284	EXTRACTABLE	30	227	198	1.0	1.0	0.912	12	45	219	47	219	-2	0	0.958
terminal_852	CLEAN	312	EXTRACTABLE	36	228	193	1.0	1.0	0.923	13	52	228	54	228	-2	0	0.958
terminal_853	CLEAN	305	EXTRACTABLE	21	211	191	1.0	1.0	0.929	7	33	208	35	208	-2	0	1.0
terminal_854	CLEAN	312	EXTRACTABLE	29	219	191	1.0	1.0	0.929	11	42	217	44	217	-2	0	0.958
terminal_855	CLEAN	321	NONSTANDARD	34	232	199	1.0	1.0	0.934	1	38	224	40	224			0.958
terminal_856	CLEAN	317	EXTRACTABLE	28	228	201	1.0	1.0	0.945	8	37	220	39	220	-2	0	0.917
terminal_857	CLEAN	576	EXTRACTABLE	32	258	227	1.0	1.0	0.956	13	49	249	49	249	0	0	0.84
terminal_858	CLEAN	578	EXTRACTABLE	32	258	227	1.0	1.0	0.956	13	49	249	49	249	0	0	0.84
terminal_859	CLEAN	587	EXTRACTABLE	29	258	230	1.0	1.0	0.956	13	49	249	49	249	0	0	0.84
terminal_860	CLEAN	604	EXTRACTABLE	27	257	231	1.0	1.0	0.951	15	49	249	49	249	0	0	0.88
terminal_861	CLEAN	586	EXTRACTABLE	29	258	230	1.0	1.0	0.956	13	49	249	49	249	0	0	0.84
terminal_862	CLEAN	583	EXTRACTABLE	32	257	226	1.0	1.0	0.962	13	49	249	49	249	0	0	0.84
terminal_863	CLEAN	586	EXTRACTABLE	28	258	231	1.0	1.0	0.912	14	49	249	49	249	0	0	0.84
terminal_864	CLEAN	580	EXTRACTABLE	32	257	226	1.0	1.0	0.962	13	49	248	49	248	0	0	0.84
terminal_865	OTHER_SUBSTITUTE	582	EXTRACTABLE	28	259	232	1.0	1.0	0.962	16	51	250	51	250	0	0	0.84
terminal_866	CLEAN	555	EXTRACTABLE	17	243	227	1.0	1.0	0.962	13	33	234	34	234	-1	0	0.88
terminal_867	CLEAN	595	EXTRACTABLE	36	254	219	1.0	1.0	0.945	12	51	251	51	251	0	0	0.84
terminal_868	CLEAN	574	EXTRACTABLE	21	261	241	1.0	1.0	0.907	21	49	253	49	253	0	0	0.84
terminal_869	CLEAN	579	EXTRACTABLE	29	260	232	1.0	1.0	0.951	13	51	252	51	252	0	0	0.88
terminal_870	CLEAN	576	EXTRACTABLE	34	260	227	1.0	1.0	0.962	14	51	252	51	252	0	0	0.88
terminal_871	CLEAN	591	EXTRACTABLE	33	260	228	1.0	1.0	0.962	15	51	251	51	251	0	0	0.88
terminal_872	OTHER_SUBSTITUTE	338	N_TRUNCATED	6	64	59	0.0	1.0	0.264	0	6	54	19	282			0.0
terminal_873	CLEAN	580	EXTRACTABLE	36	259	224	1.0	1.0	0.94	12	51	252	51	252	0	0	0.92
terminal_874	CLEAN	579	EXTRACTABLE	36	260	225	1.0	1.0	0.951	12	51	251	51	251	0	0	0.92
terminal_875	CLEAN	585	EXTRACTABLE	36	263	228	1.0	1.0	0.934	15	54	254	54	254	0	0	0.88
terminal_876	CLEAN	557	EXTRACTABLE	32	256	225	1.0	1.0	0.934	13	49	247	50	247	-1	0	0.88
terminal_877	CLEAN	713	EXTRACTABLE	38	260	223	1.0	1.0	0.967	10	51	252	51	252	0	0	0.8
terminal_878	CLEAN	568	EXTRACTABLE	34	256	223	1.0	1.0	0.951	12	49	248	49	248	0	0	0.88
terminal_879	CLEAN	583	EXTRACTABLE	36	264	229	1.0	1.0	0.868	12	51	255	51	255	0	0	0.8
terminal_880	CLEAN	721	EXTRACTABLE	172	403	232	1.0	1.0	0.89	15	190	394	190	394	0	0	0.88
terminal_881	CLEAN	608	EXTRACTABLE	64	292	229	1.0	1.0	0.956	12	79	283	79	283	0	0	0.84
terminal_882	CLEAN	598	EXTRACTABLE	47	278	232	1.0	1.0	0.907	15	65	269	65	269	0	0	0.84
terminal_883	CLEAN	580	EXTRACTABLE	28	264	237	1.0	1.0	0.934	16	51	255	51	255	0	0	0.833
terminal_884	OTHER_SUBSTITUTE	583	EXTRACTABLE	35	265	231	1.0	1.0	0.956	14	52	256	52	256	0	0	0.84
terminal_885	CLEAN	585	EXTRACTABLE	33	264	232	1.0	1.0	0.956	15	51	255	51	255	0	0	0.84
terminal_886	CLEAN	586	EXTRACTABLE	36	271	236	1.0	1.0	0.956	19	58	262	58	262	0	0	0.8
terminal_887	CLEAN	592	EXTRACTABLE	36	271	236	1.0	1.0	0.956	19	58	262	58	262	0	0	0.84
terminal_888	CLEAN	587	EXTRACTABLE	37	274	238	1.0	1.0	0.918	20	60	265	60	265	0	0	0.88
terminal_889	CLEAN	584	EXTRACTABLE	28	268	241	1.0	1.0	0.956	13	50	259	50	259	0	0	0.84
terminal_890	CLEAN	559	EXTRACTABLE	8	244	237	1.0	1.0	0.912	15	26	235	26	235	0	0	0.84
terminal_891	OTHER_SUBSTITUTE	417	EXTRACTABLE	32	291	260	1.0	1.0	0.995	39	77	271	77	271	0	0	1.0
terminal_892	CLEAN	586	EXTRACTABLE	37	260	224	1.0	1.0	0.934	11	51	252	51	252	0	0	0.84
terminal_893	CLEAN	605	EXTRACTABLE	36	267	232	1.0	1.0	0.912	12	51	258	51	258	0	0	0.84
terminal_894	OTHER_SUBSTITUTE	578	EXTRACTABLE	33	261	229	1.0	1.0	0.907	15	51	252	51	252	0	0	0.88
terminal_895	CLEAN	590	EXTRACTABLE	36	271	236	1.0	1.0	0.89	12	51	263	51	263	0	0	0.84
terminal_896	CLEAN	579	EXTRACTABLE	36	261	226	1.0	1.0	0.934	12	51	252	51	252	0	0	0.875
terminal_897	CLEAN	585	EXTRACTABLE	34	264	231	1.0	1.0	0.918	14	51	255	51	255	0	0	0.84
terminal_898	CLEAN	620	EXTRACTABLE	79	307	229	1.0	1.0	0.923	12	94	298	94	298	0	0	0.84
terminal_899	CLEAN	588	EXTRACTABLE	33	261	229	1.0	1.0	0.951	15	51	252	51	252	0	0	0.88
terminal_900	CLEAN	576	EXTRACTABLE	42	264	223	1.0	1.0	0.934	15	60	256	60	256	0	0	0.88
terminal_901	CLEAN	616	EXTRACTABLE	46	282	237	1.0	1.0	0.956	13	65	279	66	279	-1	0	0.92
terminal_902	CLEAN	585	EXTRACTABLE	32	259	228	1.0	1.0	0.934	13	51	251	51	251	0	0	0.88
terminal_903	CLEAN	576	EXTRACTABLE	38	268	231	1.0	1.0	0.956	13	60	260	60	260	0	0	0.88
terminal_904	CLEAN	577	EXTRACTABLE	29	260	232	1.0	1.0	0.956	13	51	251	51	251	0	0	0.88
terminal_905	CLEAN	573	EXTRACTABLE	29	257	229	1.0	1.0	0.929	13	51	250	51	250	0	0	0.88
terminal_906	CLEAN	587	EXTRACTABLE	36	261	226	1.0	1.0	0.94	12	51	252	51	252	0	0	0.88
terminal_907	CLEAN	601	EXTRACTABLE	32	265	234	1.0	1.0	0.951	14	55	256	55	256	0	0	0.88
terminal_908	CLEAN	579	EXTRACTABLE	19	244	226	1.0	1.0	0.934	12	34	235	34	235	0	0	0.88
terminal_909	CLEAN	562	EXTRACTABLE	17	242	226	1.0	1.0	0.951	12	32	233	32	233	0	0	0.88
terminal_910	CLEAN	595	EXTRACTABLE	29	259	231	1.0	1.0	0.956	13	51	251	51	251	0	0	0.88
terminal_911	CLEAN	591	EXTRACTABLE	38	260	223	1.0	1.0	0.951	12	53	253	53	253	0	0	0.88
terminal_912	CLEAN	646	EXTRACTABLE	36	280	245	1.0	1.0	0.956	12	51	271	52	271	-1	0	0.92
