rt_seq_hash	n_distinct_ncrna	n_placements	n_loci	n_genomes	n_species	n_models	n_databases	median_abs_distance_bp	n_such_rts	unit	denominator
bf81b2b9969c34693b4c6911a0bf1d4094670a81f40c99679226c9e750e476fe	2	22	20	20	2	1	2	15.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bf83f07da8df422e95464b04126b6b206f90649a543d953321bde3ca9d335933	2	6	6	6	1	1	2	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bf8890d2f35e28a0195321d3c1f00530903850d725506a298025094f48037ae2	2	85	85	85	3	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c001dbeb01779f8d9fbdd2482f5230ffb55f28fa3d9de2aa7cd97640b536a34f	2	2	2	2	1	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c02787fbd38f4e0ed05256ab68b876300522291f3a198b0c7e334c56dab6ae4c	2	18	10	10	5	1	3	29.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c059a75edd5a9a93afbfb6e1fdf59903175c8864a877e68aa202cb0be3adbba8	2	90	90	90	1	1	2	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c07152a4c476bd14b950cbd72989ccad00247d8fef79b455b03be658e1434468	2	2	2	2	2	1	1	16.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c0a4be939729cdca72d8a908e0d033f1497207cfec9e9524d1fa9c306efe73f9	2	5	5	5	1	1	2	80.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c0b8b30634b888fa26aed63051384abe09b449770b7d59d9c5509018d10f25bf	2	16	16	16	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c1463c493f352ff220e15a4b737d732842a68ea37a34b0ff2e65a91fb615cc07	2	22	22	22	4	1	2	14.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c1e10816e5990d0b78378032e1feb4b7e2eea3afc1369c3f1fe88301cc1e0be4	2	4	1	1	2	1	2	21.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c2a2ac36216a9cb4e953b96ff8192c06c075812fa2f2941b053a73fcd557009f	2	4	4	4	2	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c3aa9d4a67bd28b1a943151bfbbf54e449ec2d7a8ab8904e04615e6d707ea92f	2	2	2	2	2	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c3b97846efe8febe026ffd256528b35838f9a5a093f9ba37446d53a3c394e159	2	6	6	6	1	1	3	424.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c3bf4ca46cbcbdd0eb7b23865e0f0fc038007521a9573a2b2adfa92f2cfb52b8	2	39	39	39	1	1	1	26.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c4092d5be012a65f1f43c8da5deaec982379f3dd8939351abe124ae923950378	2	10	10	10	1	1	2	232.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c40b942ef460b94417b87d048527c7a4c3002a2e6168e4cd9fae18cb0b8a50b1	2	5	3	3	1	1	2	12.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c46b9ca3debf0facd70921798d7415659265927acc812af4aeaabda96663269e	2	23	23	23	3	1	2	3.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c4af55479a17001ef62c2d8a91ca4555aa108ec1953c8b5c6b295a47b29f5567	2	252	250	250	1	1	2	650.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bed0efb366e48b1471380d33744d440d8a2b987cba64d327fa621e9c5f3fa822	2	5	3	3	4	1	2	15.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
be070330e7352f9ba76570f16d386fab89df14ab64e39eb618e1a064152df4c6	2	8	8	8	1	1	1	23.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c5209636961d1fa854f5a5b437a961efe5ae151e0c5e095abcc46d486ab67ebf	2	5	5	5	1	1	2	107.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bddd66734e4e4616e7b38cc66b950dceefef7d2457b26a88bb2b7c6388883f22	2	190	188	188	2	1	2	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b690591f5c6980b6a23a2891767142769639049c56060782cd59ed3cef3ce081	2	7	5	5	4	1	2	14.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b6a2858695814e3a15adcab0adb89c68a2387cf746895722950d2bdecb4768e1	2	3	3	3	1	1	1	1040.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b6b0dbad13738695caa1e92a0336901a9d8172102e41090d66df81a370fdad08	2	34	34	34	3	1	2	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b705a54d86db1f4367eb69a52a976c73279f7fd1a9ba95be839da191222b13f5	2	6	6	6	1	1	1	1040.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b74fe3bb1fdd2ae9d7adf1f0d36510a76f2856d11eb8639e7ebae6b8d31334d6	2	9	9	9	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b810d3d7a5a4b0219be90d70e826cf8d356daefbca524f4f91b6073c640c58ae	2	5	3	3	3	1	3	3885.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b8453beb3bd630bf52083a5b22f776c0ab40c3fb1ce2657d1464754332f54679	2	21	21	21	2	1	3	31.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b84a38e4610e9f8f31344844c718744434f3ce66f95b9d7cb51e158a1bc5e9fc	2	3	3	3	3	1	1	22.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b8574b1bd625b5baf93942a462d9372c6442c06be65487be79d11f0cf822c5c4	2	49	49	49	4	1	3	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b86c78daa459a574803c25cd2acdfef2d8160f7966442f29c09181f80ca905f9	2	29	26	26	19	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b8afd11257135c612bcc8a4ba4cb7588435021d940ed29fad65065df10264331	2	4	1	1	2	1	2	67.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b9298d249d0c3afcfedbeb96fa64fb85ed3254ad7e14e917fc2417d268cf9171	2	8	8	8	1	1	2	141.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ba22ac1f8f20945853db74558f499e1f9b56b0015b513d17b50457253eefc615	2	3	2	2	2	1	2	93.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ba89e392efe410efdb14d96fffdb4daa84e1d2e1da5ab47278dfe986a404f0fc	2	10	8	8	4	1	2	22.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
baa14b80bae3646c5886b472a2c05f22e3a73f6bd2c0277d3a1e680fa35a8572	2	34	26	26	5	1	4	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bacb4310fb16d2e71a7cee47c83a3045d215a54296437f0aefad9c185af7b4bb	2	12	10	10	2	1	3	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
baeb62883b5b31ea32da47caf16640880dda2a7b23217414b08e4a9736f4a35f	2	50	49	49	5	1	4	81.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bb4935e674c902f5a42be5fdf4fa901704f21b0784dc142d4228acf6ffd30afa	2	3	3	3	1	1	2	6.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bb7a4be5b793d307d40435988ec77de0c363725ced1130f2c0a9d85c8b8afbc8	2	3	2	2	2	1	2	177.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bbdd922e9b9846d9f0c5cc0d139cf457334bb990ca000eb0cd0f3a54b151cf4f	2	12	6	6	2	2	2	1737.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bcc180e33ee92d7703970ceed26329387d19bf4e1efdf28623acb26c0a479e43	2	2	2	2	2	1	1	21.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c4b1a78103d3050c874f125c768922941838cf480537017794ed7d59cdd713b2	2	15	13	13	9	1	3	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c53a25ced0a02f297a8059f03c551aed6e0c0f63c02e89e07325dd17e52a5132	2	6	6	6	3	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d2afa924c60428937ca991134cb144060ec7ae6b4f66641f61aa49e98447a561	2	3	3	3	1	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cb2c4fcaf5287d69cb10948960a5ffa801441f79ff17191d0a5d7703bf5f71f2	2	5	5	5	1	1	1	1040.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cc859291ff053f12d1c5aafd0536172d6940eef71bb4da45cbc6dbbd431fad74	2	7	7	7	1	1	2	7.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ccb447aea63121e7b77476e52c1d427a6adaf47246564ec393c7c0ad28d0f565	2	5	5	5	1	1	1	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cd140f52b760f62902b273b5464af51bb2594f242b6b1fb7ec270aa9968cb6ee	2	7	5	5	3	1	2	1977.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cd4153098d25ebbc48b9e3b08b52d526a785f5af5cf5c2d3ea918f74be5f5e76	2	40	39	39	2	1	2	37.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cd711edd12c8e53004cde434100af20e92237670fa07fff6001b0356918c0f16	2	28	28	28	3	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cdbf6ed2c286604db35c9da7b22cad9a6f75ad524dc45320191551d4192635fa	2	11	11	11	4	1	3	42.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ce26c270b27ce171cce07f078e087ed4f5708aff8e81d36764d1afe4e37ffbf2	2	4	4	4	4	1	3	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cec9fa76b7e542132a0311189aac8ad1db5a64a489c5a652fe2ba0a21ea662e4	2	8	4	4	2	1	2	162.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cf428a6706d09bbb55b8f2f85a22cdbe12105869ea25f70d9af4a915b3151088	2	10	10	10	2	1	2	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cf79e75abecda183f014be6a19f717c6fa7d3d85c57a24682a34b538511baea5	2	5	5	5	1	1	2	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cffada029101c2368b4714eb405122c3e68d7282217ba7a5b0a61b4854c66149	2	6	6	6	2	1	2	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cffe80ee18361df5ad8dd695c5e1072f752349e6ae429cb3f3166fb6c0ba72e2	2	9	8	8	1	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d03d99500e544f3225779613724515edb1274e25992dafa7334d0ec90ef6095f	2	16	12	10	7	1	3	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d0af218900733d52a52e3bb3aa7e6fcf187e85acb3ba16f234b3e3a338d1b7ee	2	3	2	2	3	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d0b98800e0dbecb5bbd519380bc8f51e57478051aa73e865295c466f1efbecf7	2	490	488	488	9	1	3	35.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d0c2c002c45693ffa92c64d9517260ff17bab4dbda409c3917a07ee24877a729	2	15	15	15	5	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d13a668f291bb95b2830c286ceb710e02eb00a845af9c02800c4d54b341f6125	2	5	5	5	1	1	2	55.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d19ce145c8eb164825bad9ba391a4733b8a358c9a58ae08f19b58ce6e3ad271e	2	11	11	11	1	1	2	140.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d1d423b74a61e53fa33216e3c82dffb79c3476c7247fbb17d3cf6602c6a14965	2	6	6	6	4	1	3	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d2260898a18826d471eb8fe64c235a551e5e450e2d74635ce1b81b8f767fbda0	2	2	2	2	1	1	1	1039.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d24aa83191585e56fb673f57e3a2300ce012af6078c95f727cb9c08fe60891a0	2	155	153	145	10	1	3	86.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cc00d923784be9ce2f2a60b6b9f951c48317773d0f36429fea75504c9a9191a2	2	4	4	4	2	1	2	69.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
cae5f2d72880ad440a457a0481d33b1c823a2933b1b7da0be07ddd757d8230d3	2	4	4	4	3	1	2	1024.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c553953b36e23cd703a501cc592d038413d93b5d83d2783c7fb4e2b318f1db7a	2	6	3	3	3	1	2	11.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ca6297855bc17e16dcbd1baec8148e7207dc163742c60b03369a3deb5ff41825	2	5	5	5	3	1	2	38.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c598de02b63f7f0fc051253fdab44e80b605b5e37d01ed25950be20e58c7f3a6	2	17	14	14	5	1	4	23.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c65b09528c97c89f9b0b236ec4a28b5f5c3545f6f0f42273d55fa46dd591bc9d	2	9	8	8	3	1	3	45.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c662971f371e7ad9f43ffc9f47d344d6c00dceeafae7c3f1b5ba5f16abdff919	2	5	4	4	3	1	3	66.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c668f3759bb738deb33825f0873beb20f8c514376793f46a5285e356a1db0092	2	17	17	17	5	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
