asset_id	audit_scope	path	kind	sha256	bytes	mtime	producer	inputs	n_records	identity_group	identity_group_size	reuse_grade	reuse_decision	notes
V2_V3_V5_D2:V3.S3.tierB_retron_mestre	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage3_phylogenetic_paper/cache/neighborhood_annotation/hmm/tierB_retron_mestre.hmm	hmm_db	75914a3342dbf4272f0fc9febeaa91c66621600d7606dd2eff5b47bcff25030c	6919918	2026-07-28 15:30	V3 stage3 concat	DefenseFinder Retron_* profiles	39	G0101	2	GREEN	detector model; descends from Mestre — cannot corroborate Mestre	39 DF Retron_* profiles (HMMER 3.1b2x4/3.3x34/3.3.2x1), all with GA; named 'mestre' because DF profiles encode Mestre types - not built by this project
V2_V3_V5_D2:V3.ORIGIN.note04	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/origin_retron_data/notes/04_mestre_2020_systematic_prediction_retron_systems.md	doc	29f3d03106be715923d8b0e2a68e6445fdf76349c6b2c579a93a1425639b2ab3	29432	2026-08-12 22:36	V3	p4 text cache		G0107	1	CLAIM-ONLY	prose; claims must be re-derived before citation	paper notes
V2_V3_V5_D2:V3.ORIGIN.p4_text	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/origin_retron_data/cache/p4_mestre_systematic_prediction_2020.txt	text	014dd8ca48355ba5d3d3c8825792ca81b95e38d24298e09777cdc9b632214c00	105574	2026-08-12 22:26	pdftotext of Mestre PDF	Systematic_predicion_2020.pdf	953	G0022	6	GREEN	paper text; 2 distinct renderings only	sha-identical to V5 stage0c cache/text/49dcf404b055b066.txt
V2_V3_V5_D2:V3.RPT.p5d	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/retron_phylogenetic_tree/scripts/p5d_clade_recovery.py	script	110c6a408b3ecb1c654de27dd83cdc4fbeed342c01a796a1faf48bf23d998af1	5506	2026-08-05 17:33	V3	OUR corpus c60 trees + 103-gold panel				REFERENCE	prior code: read for method, re-implement; never evidence	Mestre clade labels projected onto our-corpus trees; no Mestre-sequence tree
V2_V3_V5_D2:V3.SUPP.Supp_material_T1_R1_systematic_prediction.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/Supp_material_T1_R1_systematic_prediction.csv	reference_file	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)		1929	G0013	8	GREEN	RAW published input; one content per identity group — never count copies as independent	Root-B supplement; body (after header line) identical across all three Mestre CSV variants, only header labels differ; 1,928 data rows + 1 all-empty trailing row
V2_V3_V5_D2:V3.SUPP.Suppl_Toro_Tree.txt	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/Suppl_Toro_Tree.txt	reference_file	ea0ee646d9dacc33eada8603a412578c9bab2753a362d49c7a0894e70c89be31	726580	2026-07-22 18:39	external (Mestre 2020 / Toro / myRT / NCBI)			G0029	5	GREEN	RAW published input; one content per identity group — never count copies as independent	Root-B supplement
V2_V3_V5_D2:V3.SUPP.Supplementary_mestre_Tree.nwk	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/Supplementary_mestre_Tree.nwk	reference_file	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	2026-07-22 00:17	external (Mestre 2020 / Toro / myRT / NCBI)			G0015	7	GREEN	RAW published input; one content per identity group — never count copies as independent	Root-B supplement
V2_V3_V5_D2:V3.SUPP.gem_metadata.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/gem_metadata.tsv	reference_file	fd0ad382e4ec9dbc07915333b6c2e4b53257f6d3a9f47aad7da1d2cad6e83e37	12350919	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)		52515			AMBER	prior table; re-derive before use	Root-B supplement
V2_V3_V5_D2:V3.SUPP.myRT-FastTree2.refpkg/CONTENTS.json	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/CONTENTS.json	reference_file	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior run log / clustering; record-only	Root-B supplement
V2_V3_V5_D2:V3.SUPP.myRT-FastTree2.refpkg/Mapping	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/Mapping	reference_file	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	Root-B supplement
V2_V3_V5_D2:V3.SUPP.myRT-FastTree2.refpkg/RVT-ref.fst	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.fst	reference_file	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	Root-B supplement
V2_V3_V5_D2:V3.SUPP.myRT-FastTree2.refpkg/RVT-ref.hmm	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.hmm	reference_file	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					GREEN	detector model; descends from Mestre — cannot corroborate Mestre	Root-B supplement
V2_V3_V5_D2:V3.SUPP.myRT-FastTree2.refpkg/RVT-ref.log	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.log	reference_file	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior run log / clustering; record-only	Root-B supplement
V2_V3_V5_D2:V3.SUPP.myRT-FastTree2.refpkg/RVT-ref.sto	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.sto	reference_file	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					RED	prior sequence set/alignment; rebuild from graded inputs	Root-B supplement
V2_V3_V5_D2:V3.SUPP.myRT-FastTree2.refpkg/RVT-ref.tre	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.tre	reference_file	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior tree; comparator only	Root-B supplement
V2_V3_V5_D2:V3.SUPP.myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	reference_file	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior run log / clustering; record-only	Root-B supplement
V2_V3_V5_D2:V3.SUPP.report_ncbi_bacteria_Bacteria.html	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/report_ncbi_bacteria_Bacteria.html	reference_file	019c5c1c45aa566c349d552b52f89d6cbb55fa3177b953e8be7c2442dd9cdc99	2998431	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	Root-B supplement
V2_V3_V5_D2:V3.SUPP.report_template.html_8.j2	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/report_template.html_8.j2	reference_file	0ace8b31f5eee357b79834e864c2555fea351ce9de938fd096d067d382ba2da8	96659	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	Root-B supplement
V2_V3_V5_D2:V3.SUPP.supp_material_systematic_prediction_paper.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/supp_material_systematic_prediction_paper.csv	reference_file	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	2026-07-22 00:18	external (Mestre 2020 / Toro / myRT / NCBI)		1929	G0020	7	GREEN	RAW published input; one content per identity group — never count copies as independent	Root-B supplement; body (after header line) identical across all three Mestre CSV variants, only header labels differ; 1,928 data rows + 1 all-empty trailing row
V2_V3_V5_D2:V3.SUPP.support.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/support.csv	reference_file	80b2f565515c96bb1b9b0082c261dd6184c67672e29bb96c813cf6abdd9d9577	371323	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)		175	G0027	6	AMBER	prior table; re-derive before use	Root-B supplement
V2_V3_V5_D2:V3.SUPP.taxonomy_lookup.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/taxonomy_lookup.tsv	reference_file	2abfe69ef18fd994e09b04e298373aa7092a8dfecfe44a8c310da02fdb75a5ea	624764403	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior table; re-derive before use	Root-B supplement
V2_V3_V5_D2:V7.SUPP.Mestre_supplementary_material.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/Mestre_supplementary_material.csv	reference_file	536c5d0ca537fcfde969b90385d52dee4fdb424b8940593a7710c466df1ff322	305547	2026-09-15 01:47	external (Mestre 2020 / Toro / myRT / NCBI)		1929	G0028	5	GREEN	RAW published input; one content per identity group — never count copies as independent	current project copy; body (after header line) identical across all three Mestre CSV variants, only header labels differ; 1,928 data rows + 1 all-empty trailing row
V2_V3_V5_D2:V7.SUPP.Supp_material_T1_R1_systematic_prediction.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/Supp_material_T1_R1_systematic_prediction.csv	reference_file	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)		1929	G0013	8	GREEN	RAW published input; one content per identity group — never count copies as independent	current project copy; body (after header line) identical across all three Mestre CSV variants, only header labels differ; 1,928 data rows + 1 all-empty trailing row
V2_V3_V5_D2:V7.SUPP.Suppl_Toro_Tree.txt	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/Suppl_Toro_Tree.txt	reference_file	ea0ee646d9dacc33eada8603a412578c9bab2753a362d49c7a0894e70c89be31	726580	2026-07-22 18:39	external (Mestre 2020 / Toro / myRT / NCBI)			G0029	5	GREEN	RAW published input; one content per identity group — never count copies as independent	current project copy
V2_V3_V5_D2:V7.SUPP.Supplementary_mestre_Tree.nwk	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/Supplementary_mestre_Tree.nwk	reference_file	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	2026-07-22 00:17	external (Mestre 2020 / Toro / myRT / NCBI)			G0015	7	GREEN	RAW published input; one content per identity group — never count copies as independent	current project copy
V2_V3_V5_D2:V7.SUPP.databases_metadata_files/metadata_files/gem_metadata.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/databases_metadata_files/metadata_files/gem_metadata.tsv	reference_file	fd0ad382e4ec9dbc07915333b6c2e4b53257f6d3a9f47aad7da1d2cad6e83e37	12350919	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)		52515			AMBER	prior table; re-derive before use	current project copy
V2_V3_V5_D2:V7.SUPP.databases_metadata_files/metadata_files/gtdb_archaea_metadata.tsv.gz	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/databases_metadata_files/metadata_files/gtdb_archaea_metadata.tsv.gz	reference_file	f12310f223e6dd27dc942379de1cfbeec5ebd2b917786cf2ce28695555eab6e5	5673200	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	current project copy
V2_V3_V5_D2:V7.SUPP.databases_metadata_files/metadata_files/gtdb_bacteria_metadata.tsv.gz	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/databases_metadata_files/metadata_files/gtdb_bacteria_metadata.tsv.gz	reference_file	45f1614aff80c19752860880b47b3cdeb66def8ff66dc106909b28bb2bd9bcbf	235663508	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	current project copy
V2_V3_V5_D2:V7.SUPP.databases_metadata_files/metadata_files/mgnify_human_gut_metadata.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/databases_metadata_files/metadata_files/mgnify_human_gut_metadata.tsv	reference_file	9a16825eb11efbf1512a43ced9efbc70d77e42c7da0a4abd4b4b141a05dc25f0	115140145	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior table; re-derive before use	current project copy
V2_V3_V5_D2:V7.SUPP.databases_metadata_files/metadata_files/mgnify_marine_metadata.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/databases_metadata_files/metadata_files/mgnify_marine_metadata.tsv	reference_file	084e482695b93b0cf9be1334ed2c9efba42de3120281bca4799eb8033725b251	20621312	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)		50866			AMBER	prior table; re-derive before use	current project copy
V2_V3_V5_D2:V7.SUPP.databases_metadata_files/metadata_files/mgnify_soil_metadata.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/databases_metadata_files/metadata_files/mgnify_soil_metadata.tsv	reference_file	4d605589a524546a4b7f064c5f53171bd168469da996dfecb69d4344d72396a7	8063435	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)		20908			AMBER	prior table; re-derive before use	current project copy
V2_V3_V5_D2:V7.SUPP.databases_metadata_files/metadata_files/ncbi_archaea_assembly_summary.txt	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/databases_metadata_files/metadata_files/ncbi_archaea_assembly_summary.txt	reference_file	d26b29b17c123ccbabfa92ec7b67ac949774d36e80a17c66808e3cbca4366537	14961353	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					CLAIM-ONLY	prose; claims must be re-derived before citation	current project copy
V2_V3_V5_D2:V7.SUPP.databases_metadata_files/metadata_files/ncbi_bacteria_assembly_summary.txt	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/databases_metadata_files/metadata_files/ncbi_bacteria_assembly_summary.txt	reference_file	7bcfc6099f53943d1c6006d33b12f6542f320b199ae34fbafda8ca29a274da83	1306051432	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					CLAIM-ONLY	prose; claims must be re-derived before citation	current project copy
V2_V3_V5_D2:V7.SUPP.databases_metadata_files/metadata_files/uhgg_v2.0.2_metadata.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/databases_metadata_files/metadata_files/uhgg_v2.0.2_metadata.tsv	reference_file	9a16825eb11efbf1512a43ced9efbc70d77e42c7da0a4abd4b4b141a05dc25f0	115140145	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior table; re-derive before use	current project copy
V2_V3_V5_D2:V7.SUPP.myRT-FastTree2.refpkg/CONTENTS.json	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/CONTENTS.json	reference_file	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior run log / clustering; record-only	current project copy
V2_V3_V5_D2:V7.SUPP.myRT-FastTree2.refpkg/Mapping	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/Mapping	reference_file	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	current project copy
V2_V3_V5_D2:V7.SUPP.myRT-FastTree2.refpkg/RVT-ref.fst	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.fst	reference_file	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	current project copy
V2_V3_V5_D2:V7.SUPP.myRT-FastTree2.refpkg/RVT-ref.hmm	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.hmm	reference_file	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					GREEN	detector model; descends from Mestre — cannot corroborate Mestre	current project copy
V2_V3_V5_D2:V7.SUPP.myRT-FastTree2.refpkg/RVT-ref.log	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.log	reference_file	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior run log / clustering; record-only	current project copy
V2_V3_V5_D2:V7.SUPP.myRT-FastTree2.refpkg/RVT-ref.sto	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.sto	reference_file	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					RED	prior sequence set/alignment; rebuild from graded inputs	current project copy
V2_V3_V5_D2:V7.SUPP.myRT-FastTree2.refpkg/RVT-ref.tre	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.tre	reference_file	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior tree; comparator only	current project copy
V2_V3_V5_D2:V7.SUPP.myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	reference_file	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior run log / clustering; record-only	current project copy
V2_V3_V5_D2:V7.SUPP.report_ncbi_bacteria_Bacteria.html	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/report_ncbi_bacteria_Bacteria.html	reference_file	019c5c1c45aa566c349d552b52f89d6cbb55fa3177b953e8be7c2442dd9cdc99	2998431	2026-09-14 17:04	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	current project copy
V2_V3_V5_D2:V7.SUPP.supp_material_systematic_prediction_paper.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/supp_material_systematic_prediction_paper.csv	reference_file	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	2026-07-22 00:18	external (Mestre 2020 / Toro / myRT / NCBI)		1929	G0020	7	GREEN	RAW published input; one content per identity group — never count copies as independent	current project copy; body (after header line) identical across all three Mestre CSV variants, only header labels differ; 1,928 data rows + 1 all-empty trailing row
V2_V3_V5_D2:V7.SUPP.toro_2014_Rt0-Rt7.FASTA	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/toro_2014_Rt0-Rt7.FASTA	reference_file	6e43c4ccd3660f4cc1b8c3903ee53cb530552475c2b1d0eef9a55530d08e95b1	1186359	2026-08-16 14:44	external (Mestre 2020 / Toro / myRT / NCBI)			G0057	3	GREEN	RAW published input; one content per identity group — never count copies as independent	current project copy
V2_V3_V5_D2:V4.SUPP.Supp_material_T1_R1_systematic_prediction.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/Supp_material_T1_R1_systematic_prediction.csv	reference_file	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)		1929	G0013	8	GREEN	RAW published input; one content per identity group — never count copies as independent	body (after header line) identical across all three Mestre CSV variants, only header labels differ; 1,928 data rows + 1 all-empty trailing row
V2_V3_V5_D2:V4.SUPP.Suppl_Toro_Tree.txt	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/Suppl_Toro_Tree.txt	reference_file	ea0ee646d9dacc33eada8603a412578c9bab2753a362d49c7a0894e70c89be31	726580	2026-07-22 18:39	external (Mestre 2020 / Toro / myRT / NCBI)			G0029	5	GREEN	RAW published input; one content per identity group — never count copies as independent	
V2_V3_V5_D2:V4.SUPP.Supplementary_mestre_Tree.nwk	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/Supplementary_mestre_Tree.nwk	reference_file	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	2026-07-22 00:17	external (Mestre 2020 / Toro / myRT / NCBI)			G0015	7	GREEN	RAW published input; one content per identity group — never count copies as independent	
V2_V3_V5_D2:V4.SUPP.TableS1_Toro_2014.XLSX	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/TableS1_Toro_2014.XLSX	reference_file	385e8043f873f56a92cd69c547bf293b41e36413da914360db92756556b68505	153853	2026-08-16 15:20	external (Mestre 2020 / Toro / myRT / NCBI)			G0065	2	UNGRADED	DO-NOT-USE until graded (WA-L.3)	
V2_V3_V5_D2:V4.SUPP.gem_metadata.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/gem_metadata.tsv	reference_file	fd0ad382e4ec9dbc07915333b6c2e4b53257f6d3a9f47aad7da1d2cad6e83e37	12350919	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)		52515			AMBER	prior table; re-derive before use	
V2_V3_V5_D2:V4.SUPP.myRT-FastTree2.refpkg/CONTENTS.json	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/CONTENTS.json	reference_file	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior run log / clustering; record-only	
V2_V3_V5_D2:V4.SUPP.myRT-FastTree2.refpkg/Mapping	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/Mapping	reference_file	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	
V2_V3_V5_D2:V4.SUPP.myRT-FastTree2.refpkg/RVT-ref.fst	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.fst	reference_file	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	
V2_V3_V5_D2:V4.SUPP.myRT-FastTree2.refpkg/RVT-ref.hmm	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.hmm	reference_file	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					GREEN	detector model; descends from Mestre — cannot corroborate Mestre	
V2_V3_V5_D2:V4.SUPP.myRT-FastTree2.refpkg/RVT-ref.log	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.log	reference_file	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior run log / clustering; record-only	
